variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09
epi_confirmed,BRA,0,4,31425,958240,7500515,27275700,61381421,101658109,89096961
epi_confirmed,BRB,0,0,235,2030,2686,2855,3196,4590,3794
epi_confirmed,BRN,0,0,1568,4079,4351,4230,4371,4412,3041
epi_confirmed,BTN,0,0,38,167,547,1878,2682,4314,5029
epi_confirmed,BWA,0,0,0,418,835,2106,14431,36959,45945
epi_confirmed,CAF,0,0,53,467,10683,68712,133659,144384,99718
epi_confirmed,CAN,13,230,42464,870504,2290232,2952489,3389852,3782244,2842598
epi_confirmed,CHE,0,22,129842,748626,940124,932361,1027568,1178275,960823
epi_confirmed,CHL,0,0,15051,251229,1411304,5626963,9911425,11879990,9009612
epi_confirmed,CHN,36087,1596921,2514736,2499717,2605117,2532070,2652494,2762188,1892797
epi_confirmed,CIV,0,0,938,20021,61400,167647,405588,526664,394192
epi_confirmed,CLP,0,0,0,0,0,0,0,0,0
epi_confirmed,CMR,0,0,845,28635,105913,292581,474202,568014,418083
epi_confirmed,CNM,0,0,0,0,0,0,0,0,0
epi_confirmed,COD,0,0,569,8484,47458,148189,251819,297384,216384
epi_confirmed,COG,0,0,97,3371,11971,26140,72216,116258,100835
epi_confirmed,COK,0,0,0,0,0,0,0,0,0
epi_confirmed,COL,0,0,5355,96107,469338,1675915,5482273,14096227,14554190
epi_confirmed,COM,0,0,0,0,1033,5673,10112,12489,9500
epi_confirmed,CPV,0,0,43,1305,9026,22690,56911,97267,96163
epi_confirmed,CRI,0,0,2741,17495,26360,55889,295175,866355,1103702
epi_confirmed,CSI,0,0,0,0,0,0,0,0,0
epi_confirmed,CUB,0,0,846,24123,56406,67133,75590,101197,95467
epi_confirmed,CUW,0,0,48,412,512,664,824,1151,2901
epi_confirmed,CYM,0,0,61,1586,3111,5438,6264,6317,4343
epi_confirmed,CYN,0,0,0,0,0,0,0,0,0
epi_confirmed,CYP,0,0,1818,19243,28113,29312,31890,41002,32031
epi_confirmed,CZE,0,0,23262,180115,261397,305227,426154,620645,717721
epi_confirmed,DEU,14,473,481584,3737253,5348754,5624689,6224385,6969025,5401148
epi_confirmed,DJI,0,0,108,15256,51885,130845,153267,165334,113255
epi_confirmed,DMA,0,0,66,458,496,538,558,575,468
epi_confirmed,DNK,0,4,28286,191404,330205,366269,407227,475903,400361
epi_confirmed,DOM,0,0,4950,110001,365492,706679,1506353,2605722,2131645
epi_confirmed,DZA,0,4,4059,66208,206006,333199,657799,1171031,994722
epi_confirmed,ECU,0,0,14449,275715,1012689,1414450,2190637,3093670,2459309
epi_confirmed,EGY,0,15,5960,76963,384645,1363522,2589808,2985939,2111063
epi_confirmed,ERI,0,0,50,1003,1209,2931,7414,9136,7274
epi_confirmed,ESB,0,0,0,0,0,0,0,0,0
epi_confirmed,ESP,0,157,862308,5310123,7115447,7331192,8134290,11159043,11821065
epi_confirmed,EST,0,2,6582,40112,54825,58605,62471,68170,54896
epi_confirmed,ETH,0,0,175,2452,11732,101933,287881,963249,1291852
epi_confirmed,FIN,2,33,12052,95862,188754,212025,226849,239594,178092
epi_confirmed,FJI,0,0,46,460,558,540,734,852,656
epi_confirmed,FLK,0,0,0,231,403,390,403,403,273
epi_confirmed,FRA,27,375,355109,2947081,4362032,4719358,5394726,6834388,7520158
epi_confirmed,FRO,0,0,1609,5500,5797,5610,5967,10463,8801
epi_confirmed,FSM,0,0,0,0,0,0,0,0,0
epi_confirmed,GAB,0,0,76,2893,38580,117717,193649,251501,181084
epi_confirmed,GBR,0,268,208267,3021801,6819789,8132088,9092421,9843011,7572904
epi_confirmed,GEO,0,4,1144,9311,20722,25879,31822,40897,46425
epi_confirmed,GGY,0,0,292,6022,7811,7560,7812,7812,5310
epi_confirmed,GHA,0,0,959,22194,158935,362388,809278,1288579,949729
epi_confirmed,GIB,0,0,381,3658,4612,5254,5608,6797,6737
epi_confirmed,GIN,0,0,64,14512,78926,137517,194513,259238,207661
epi_confirmed,GMB,0,0,30,227,668,995,3986,53731,69126
epi_confirmed,GNB,0,0,10,1223,25774,43826,57682,64850,47369
epi_confirmed,GNQ,0,0,122,2516,20897,45814,93061,148964,104672
epi_confirmed,GRC,0,8,12211,62882,86036,94375,120063,216565,264192
epi_confirmed,GRD,0,0,45,418,671,690,715,744,504
epi_confirmed,GRL,0,0,66,325,350,390,406,434,294
epi_confirmed,GTM,0,0,308,7074,62852,316540,1028742,1914428,1680630
epi_confirmed,GUM,0,0,440,3754,4872,6046,9829,20395,37483
epi_confirmed,GUY,0,0,87,1510,3549,5321,9812,23092,36225
epi_confirmed,HKG,0,0,0,0,0,0,0,0,0
epi_confirmed,HMD,0,0,0,0,0,0,0,0,0
epi_confirmed,HND,0,0,811,13190,82454,303259,952866,1565507,1394176
epi_confirmed,HRV,0,11,5456,48437,67964,69800,122440,212224,267365
epi_confirmed,HTI,0,0,82,1304,16855,127465,211217,242788,177002
epi_confirmed,HUN,0,0,3489,48798,106682,121413,133227,153086,235488
epi_confirmed,IDN,0,0,10173,156379,529820,1181945,2492141,4269704,4371296
epi_confirmed,IMN,0,0,235,6828,10263,10080,10416,10416,7085
epi_confirmed,IND,2,83,8856,413410,2939503,10558374,31726501,80749620,96011777
epi_confirmed,IOA,0,0,0,0,0,0,0,0,0
epi_confirmed,IOT,0,0,0,0,0,0,0,0,0
epi_confirmed,IRL,0,0,20328,349569,726249,758456,796504,844936,641634
epi_confirmed,IRN,0,1024,481935,2203088,3671162,5673290,8202806,10542589,8327170
epi_confirmed,IRQ,0,24,5472,40789,107960,689234,2604551,5406213,5827965
epi_confirmed,ISL,0,1,10218,49480,55855,54347,56987,62016,45595
epi_confirmed,ISR,0,20,29168,348856,512895,592555,1403135,2865523,3118556
epi_confirmed,ITA,3,2780,1104286,4828853,6887329,7107673,7553786,7897945,5947867
epi_confirmed,JAM,0,0,358,4771,15927,18929,24119,39400,75025
epi_confirmed,JEY,0,0,369,6259,9272,9435,10163,10995,8070
epi_confirmed,JOR,0,0,1967,11612,18515,28121,36284,44633,64219
epi_confirmed,JPN,48,2099,26321,246896,496139,527893,748685,1653452,1551208
epi_confirmed,KAB,0,0,0,0,0,0,0,0,0
epi_confirmed,KAS,0,0,0,0,0,0,0,0,0
epi_confirmed,KAZ,0,0,1694,43846,200192,469458,2017073,3642536,2841748
epi_confirmed,KEN,0,0,313,6911,28207,114410,372358,889008,748037
epi_confirmed,KGZ,0,0,499,13235,36439,85633,590602,1274681,939289
epi_confirmed,KHM,4,29,1104,3582,3803,3870,5408,8152,5763
epi_confirmed,KIR,0,0,0,0,0,0,0,0,0
epi_confirmed,KNA,0,0,22,380,465,450,513,527,357
epi_confirmed,KOR,32,11004,242673,315228,342230,364457,421889,499573,457878
epi_confirmed,KOS,0,0,0,0,0,0,0,0,0
epi_confirmed,KWT,0,133,3762,47559,422797,1087620,1755655,2344474,1944156
epi_confirmed,LAO,0,0,37,491,589,570,596,640,472
epi_confirmed,LBN,0,13,4620,18667,28704,44024,83030,289219,478051
epi_confirmed,LBR,0,0,39,1946,6752,14917,31681,38987,27656
epi_confirmed,LBY,0,0,21,1126,2245,13224,53938,241736,437699
epi_confirmed,LCA,0,0,53,438,555,566,700,788,558
epi_confirmed,LIE,0,0,650,2393,2573,2490,2655,2951,2299
epi_confirmed,LKA,4,29,1308,8529,31022,56690,77889,89859,66807
epi_confirmed,LSO,0,0,0,0,25,240,8073,27283,25444
epi_confirmed,LTU,0,2,3158,33033,47284,52701,59196,74976,68112
epi_confirmed,LUX,0,0,15027,97711,121477,122665,163407,223865,149698
epi_confirmed,LVA,0,0,2929,19689,30194,32929,36368,40596,30511
epi_confirmed,MAC,0,0,0,0,0,0,0,0,0
epi_confirmed,MAF,0,0,0,0,0,0,0,0,0
epi_confirmed,MAR,0,0,3104,67909,199944,279379,518185,1281582,1690422
epi_confirmed,MCO,0,1,343,1777,2059,2028,2380,3164,3446
epi_confirmed,MDA,0,0,2000,59146,179488,362353,625383,936140,874615
epi_confirmed,MDG,0,0,220,3053,10038,40764,184040,416618,326176
epi_confirmed,MDV,0,0,258,2014,31263,61895,88683,178716,186453
epi_confirmed,MEX,0,2,6874,211505,1488903,4557015,9909190,15933103,13684847
epi_confirmed,MHL,0,0,0,0,0,0,0,0,0
epi_confirmed,MKD,0,3,2122,27848,54708,123828,263185,387472,323198
epi_confirmed,MLI,0,0,55,5456,25711,52925,74831,81508,60779
epi_confirmed,MLT,0,0,1545,10797,16735,19394,21058,39236,47073
epi_confirmed,MMR,0,0,48,2294,5730,7954,10287,13423,54779
epi_confirmed,MNE,0,0,601,7981,10035,10697,49938,122525,132639
epi_confirmed,MNG,0,0,130,759,3035,6045,7964,9191,6501
epi_confirmed,MNP,0,0,2,347,582,855,1092,1569,1259
epi_confirmed,MOZ,0,0,46,1000,4206,17256,40785,86433,106278
epi_confirmed,MRT,0,0,40,199,3341,59825,167615,206559,151488
epi_confirmed,MSR,0,0,31,273,341,330,368,403,273
epi_confirmed,MUS,0,0,698,8714,10308,10130,10619,10694,7542
epi_confirmed,MWI,0,0,0,491,2504,18606,80811,153094,118716
epi_confirmed,MYS,37,523,24862,141804,212962,251628,271624,283986,203943
epi_confirmed,NAM,0,0,77,465,546,1626,32028,132059,192189
epi_confirmed,NCL,0,0,117,534,561,620,668,706,537
epi_confirmed,NER,0,0,79,14363,26749,30160,34252,36032,24757
epi_confirmed,NFK,0,0,0,0,0,0,0,0,0
epi_confirmed,NGA,0,2,699,17765,172631,505663,1064023,1512951,1170033
epi_confirmed,NIC,0,0,30,254,5344,49871,94673,127948,100662
epi_confirmed,NIU,0,0,0,0,0,0,0,0,0
epi_confirmed,NLD,0,3,89076,816071,1343825,1457860,1598966,1925481,1676089
epi_confirmed,NOR,0,11,42862,194596,252393,258889,279023,306039,245826
epi_confirmed,NPL,7,29,39,735,12081,195861,529074,843874,1073070
epi_confirmed,NRU,0,0,0,0,0,0,0,0,0
epi_confirmed,NZL,0,2,3360,30617,35561,34793,37091,39639,30180
epi_confirmed,OMN,0,22,1416,30394,160106,723952,1879772,2558082,1862216
epi_confirmed,PAK,0,6,13141,218407,1246659,4322626,7859449,8930443,6316815
epi_confirmed,PAN,0,0,7131,111326,290126,650483,1513293,2467682,2091657
epi_confirmed,PCN,0,0,0,0,0,0,0,0,0
epi_confirmed,PER,0,0,6802,372768,2725056,6813816,10558993,16343790,14917554
epi_confirmed,PGA,0,0,0,0,0,0,0,0,0
epi_confirmed,PHL,2,81,9997,157161,376840,793983,1891166,4853095,5281358
epi_confirmed,PLW,0,0,0,0,0,0,0,0,0
epi_confirmed,PNG,0,0,11,131,248,260,734,8794,10459
epi_confirmed,POL,0,0,13957,224664,557795,880141,1212346,1736590,1528738
epi_confirmed,PRI,0,0,465,27371,79505,171011,344851,786288,767963
epi_confirmed,PRK,0,0,0,0,0,0,0,0,0
epi_confirmed,PRT,0,0,39702,516493,884241,1110627,1457454,1674471,1314189
epi_confirmed,PRY,0,0,534,4952,21599,40219,103969,309976,537844
epi_confirmed,PSX,0,0,1236,8704,17535,29723,263210,670976,785338
epi_confirmed,PYF,0,0,294,1533,1850,1808,1922,5808,18266
epi_confirmed,QAT,0,0,9242,144081,961192,2354743,3238416,3556133,2542139
epi_confirmed,ROU,0,5,12318,212968,500638,672299,1109609,2133548,2096361
epi_confirmed,RUS,0,58,9942,1025276,7957748,15877211,23090459,28419995,21990772
epi_confirmed,RWA,0,0,514,4098,9213,18271,45013,81725,93766
epi_confirmed,SAH,0,0,0,30,220,1261,20275,23746,16086
epi_confirmed,SAU,0,0,10538,240653,1597752,3958028,7373212,9192981,6790447
epi_confirmed,SCR,0,0,0,0,0,0,0,0,0
epi_confirmed,SDN,0,0,45,2539,69519,219566,326183,382208,281431
epi_confirmed,SDS,0,0,0,152,10107,49011,67086,76681,53929
epi_confirmed,SEN,0,0,1302,11266,69542,154176,261030,369091,297752
epi_confirmed,SER,0,0,0,0,0,0,0,0,0
epi_confirmed,SGP,49,1741,10295,173459,806115,1201216,1463600,1714904,1201617
epi_confirmed,SGS,0,0,0,0,0,0,0,0,0
epi_confirmed,SHN,0,0,0,0,0,0,0,0,0
epi_confirmed,SLB,0,0,0,0,0,0,0,0,0
epi_confirmed,SLE,0,0,0,1005,14051,34821,51392,60062,43782
epi_confirmed,SLV,0,0,145,5074,39995,119329,337456,683428,560335
epi_confirmed,SMR,0,2,3248,11782,19741,20771,21661,21955,15109
epi_confirmed,SOL,0,0,0,0,0,0,0,0,0
epi_confirmed,SOM,0,0,24,4675,39399,76616,95488,100711,70705
epi_confirmed,SPM,0,0,0,0,0,0,0,0,0
epi_confirmed,SRB,0,0,4811,141856,322823,374068,607894,900618,675517
epi_confirmed,STP,0,0,0,128,7433,18712,23596,27402,18942
epi_confirmed,SUR,0,0,74,300,329,6806,29430,89760,93473
epi_confirmed,SVK,0,0,3192,27230,45628,46988,60221,90812,107768
epi_confirmed,SVN,0,0,7883,35998,45258,45257,58234,75484,73706
epi_confirmed,SWE,0,42,42474,374588,921582,1580962,2267921,2508653,1816934
epi_confirmed,SWZ,0,0,66,737,5942,15254,48667,113773,104210
epi_confirmed,SXM,0,0,14,1555,2375,2310,2649,8953,11155
epi_confirmed,SYC,0,0,106,316,341,330,2661,3962,2900
epi_confirmed,SYR,0,0,38,888,2003,5388,14748,50614,70420
epi_confirmed,TCA,0,0,21,277,372,424,2221,8880,12925
epi_confirmed,TCD,0,0,41,737,13346,25339,27569,29872,22417
epi_confirmed,TGO,0,0,246,2232,8108,15996,23511,35632,32225
epi_confirmed,THA,86,924,12380,76470,93599,93949,100371,104467,72711
epi_confirmed,TJK,0,0,0,0,45715,149942,207141,248093,187891
epi_confirmed,TKM,0,0,0,0,0,0,0,0,0
epi_confirmed,TLS,0,0,10,341,744,720,744,787,567
epi_confirmed,TON,0,0,0,0,0,0,0,0,0
epi_confirmed,TTO,0,0,683,3291,3597,3614,4272,20387,57324
epi_confirmed,TUN,0,0,1972,22233,32127,33580,40813,69818,131990
epi_confirmed,TUR,0,0,46176,1991534,4477971,5393606,6681786,7705622,6015724
epi_confirmed,TUV,0,0,0,0,0,0,0,0,0
epi_confirmed,TWN,46,597,3618,11806,13614,13336,14083,14958,10434
epi_confirmed,TZA,0,0,137,4044,15576,15270,15779,15779,10689
epi_confirmed,UGA,0,0,158,1752,5506,20701,31900,52761,91381
epi_confirmed,UKR,0,0,2038,127364,530326,968998,1734765,2848727,3095806
epi_confirmed,UMI,0,0,0,0,0,0,0,0,0
epi_confirmed,URY,0,0,2591,14576,22538,25849,32512,44284,36817
epi_confirmed,USA,33,665,925940,18695034,44499539,64043952,109256772,164890459,134693430
epi_confirmed,USG,0,0,0,0,0,0,0,0,0
epi_confirmed,UZB,0,0,971,33339,84432,165072,470067,1058624,970593
epi_confirmed,VAT,0,0,40,240,366,360,372,372,252
epi_confirmed,VCT,0,0,8,320,558,830,1221,1774,1314
epi_confirmed,VEN,0,0,1145,6627,21176,94179,335592,992414,1201834
epi_confirmed,VGB,0,0,11,117,230,240,248,468,1303
epi_confirmed,VIR,0,0,139,1474,2114,2222,7379,23141,25176
epi_confirmed,VNM,19,404,2367,7774,9403,10170,12005,27587,22187
epi_confirmed,VUT,0,0,0,0,0,0,0,0,0
epi_confirmed,WLF,0,0,0,0,0,0,0,0,0
epi_confirmed,WSB,0,0,0,0,0,0,0,0,0
epi_confirmed,WSM,0,0,0,0,0,0,0,0,0
epi_confirmed,YEM,0,0,0,26,3799,22408,46032,57391,42005
epi_confirmed,ZAF,0,0,8832,83750,470338,2302945,9715943,17818720,13530246
epi_confirmed,ZMB,0,0,151,1679,17686,39779,87111,284419,277513
epi_confirmed,ZWE,0,0,41,585,1745,11693,45546,160139,152444
epi_confirmed,_WORLD,36556,1621806,8433097,60366327,140447438,240691509,423458392,663299762,593269048
