geohash,lat,long,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09
qrvxv,-0.0,109.2,,,,,1.0,,,,
qrvym,-0.3,109.6,,,,,3.0,7.0,2.0,2.0,1.0
qrw6f,-2.3,110.1,,,,,1.0,3.0,,,
qrwft,-2.4,111.0,,,,,1.0,,,,
qrx0d,-2.7,111.2,,,,,2.0,,,,
qrxu2,-2.0,112.2,,,,,1.0,1.0,,,
qrxup,-2.1,112.5,,,,,1.0,1.0,,,1.0
qrxwt,-1.6,112.0,,,,,1.0,,,,
qry0v,-1.3,109.9,,,,,1.0,,,,
qrz61,-1.0,111.5,,,,,1.0,,,,
qw3r9,-8.5,114.3,,,,,1.0,,,,
qw6mz,-8.8,116.0,,,,,1.0,,4.0,3.0,
qw6w4,-8.8,116.1,,,,,1.0,4.0,,,1.0
qw6wn,-8.8,116.3,,,,,6.0,3.0,,4.0,3.0
qw7x2,-8.5,117.4,,,,,1.0,,,,
qw7x3,-8.5,117.5,,,,,8.0,,,,1.0
qw82f,-8.3,113.0,,,,,1.0,,,,
qw834,-8.2,113.0,,,,,1.0,,,,
qw83c,-8.1,112.9,,,,,6.0,,,,
qw83j,-8.2,113.1,,,,,3.0,4.0,2.0,2.0,1.0
qw83q,-8.2,113.1,,,,,7.0,1.0,,,
qw83z,-8.1,113.2,,,,,1.0,,6.0,11.0,5.0
qw84t,-8.0,112.7,,,,,1.0,1.0,2.0,1.0,4.0
qw85r,-7.8,112.8,,,,,4.0,2.0,1.0,,1.0
qw87q,-7.8,113.1,,,,,13.0,,,,
qw87y,-7.8,113.1,,,,,1.0,,,,
qw89d,-8.2,113.3,,,,,5.0,1.0,2.0,,8.0
qw89n,-8.2,113.5,,,,,1.0,,1.0,,
qw8bw,-8.3,113.8,,,,,1.0,,,,
qw8cm,-8.2,113.8,,,,,1.0,7.0,,,2.0
qw8cr,-8.2,113.9,,,,,6.0,2.0,1.0,,
qw8ed,-7.8,113.3,,,,,1.0,2.0,,3.0,
qw8eg,-7.8,113.4,,,,,2.0,,,,
qw8et,-7.8,113.4,,,,,1.0,,,,
qw8gr,-7.8,113.9,,,,,2.0,,,,
qw8gw,-7.8,113.8,,,,,4.0,3.0,,2.0,4.0
qw8kn,-7.7,113.1,,,,,1.0,,,,
qw8pk,-7.1,112.7,,,,,2.0,,,,
qw8rv,-7.1,113.1,,,,,1.0,,,,
qw8xb,-7.1,113.2,,,,,1.0,,1.0,1.0,1.0
qw8zv,-7.1,113.8,,,,,1.0,,1.0,,1.0
qw92v,-8.3,114.5,,,,,3.0,1.0,,,
qw940,-8.1,113.9,,,,,1.0,16.0,25.0,11.0,24.0
qw94g,-7.9,114.1,,,,,1.0,,,1.0,
qw950,-7.9,113.9,,,,,7.0,,,,1.0
qw951,-7.9,114.0,,,,,1.0,,,,
qw95j,-7.9,114.1,,,,,1.0,,,,1.0
qw95r,-7.8,114.2,,,,,2.0,1.0,,,
qw97e,-7.8,114.4,,,,,1.0,,,,
qw999,-8.2,114.7,,,,,1.0,,,1.0,
qw99j,-8.2,114.9,,,,,1.0,1.0,1.0,1.0,
qw9bd,-8.3,115.1,,,,,3.0,2.0,,,3.0
qw9bf,-8.3,115.1,,,,,2.0,1.0,2.0,1.0,
qw9ce,-8.2,115.1,,,,,2.0,,1.0,,
qw9pb,-7.1,113.9,,,,,3.0,,,,
qwb2m,-7.0,113.1,,,,,3.0,2.0,,,
qwb8r,-7.0,113.5,,,,,1.0,,,,
qwcby,-6.9,115.2,,,,,1.0,,,,
qwd0m,-8.4,115.6,,,,,60.0,21.0,,4.0,1.0
qwd13,-8.2,115.4,,,,,1.0,,6.0,3.0,2.0
qwd1k,-8.2,115.5,,,,,2.0,1.0,2.0,,
qwdb2,-8.4,116.4,,,,,2.0,,,,
qwe23,-8.4,117.1,,,,,12.0,5.0,2.0,1.0,
qwecq,-8.2,118.1,,,,,1.0,,,,
qwjrb,-9.9,119.9,,,,,1.0,,,,
qwjw5,-10.2,120.4,,,,,2.0,1.0,,1.0,
qwjwu,-10.0,120.4,,,,,1.0,1.0,,,
qwjxg,-9.9,120.4,,,,,2.0,,,,1.0
qwkbw,-9.7,119.5,,,,,1.0,,2.0,6.0,
qwkc4,-9.6,119.3,,,,,3.0,,,,
qwkfh,-9.5,119.4,,,,,1.0,,1.0,1.0,
qwkmf,-8.8,118.6,,,,,1.0,1.0,,,
qwkwb,-8.6,118.9,,,,,1.0,,,,
qwkx1,-8.6,118.9,,,,,2.0,5.0,7.0,,
qwm14,-9.6,119.6,,,,,2.0,1.0,3.0,,1.0
qwm1b,-9.5,119.6,,,,,1.0,1.0,,1.0,
qwm1c,-9.5,119.6,,,,,1.0,3.0,,,
qwm1h,-9.6,119.7,,,,,2.0,,,,
qwm30,-9.6,119.9,,,,,1.0,,6.0,,1.0
qwm4m,-9.4,119.8,,,,,2.0,2.0,11.0,6.0,10.0
qwmqp,-8.8,120.2,,,,,1.0,,,3.0,3.0
qwmqr,-8.7,120.2,,,,,2.0,8.0,12.0,20.0,1.0
qwmrb,-8.5,119.9,,,,,5.0,,,,
qwmw9,-8.7,120.3,,,,,1.0,8.0,5.0,2.0,2.0
qwmy7,-8.7,120.7,,,,,1.0,1.0,1.0,,2.0
qwmyh,-8.8,120.8,,,,,1.0,,,,
qwmzk,-8.5,120.8,,,,,1.0,2.0,2.0,1.0,1.0
qwmzt,-8.5,120.8,,,,,2.0,,,,
qwn7x,-10.6,121.6,,,,,12.0,2.0,8.0,11.0,6.0
qwnec,-10.6,121.7,,,,,7.0,33.0,29.0,40.0,30.0
qwnst,-10.4,121.9,,,,,1.0,,,,
qwp6m,-10.8,122.9,,,,,2.0,,,,
qwp6z,-10.7,123.0,,,,,1.0,,1.0,,
qwpe6,-10.7,123.2,,,,,1.0,,,,1.0
qwpvd,-10.3,123.5,,,,,1.0,19.0,21.0,16.0,1.0
qwqj1,-8.9,121.0,,,,,10.0,32.0,32.0,11.0,17.0
qwqn6,-8.7,121.0,,,,,1.0,2.0,,,4.0
qwqnm,-8.7,121.2,,,,,1.0,,,,
qwqnt,-8.7,121.2,,,,,1.0,,,,
qwqpf,-8.5,121.0,,,,,1.0,,,,
qwqqv,-8.6,121.5,,,,,1.0,,,,
qwqw3,-8.7,121.7,,,,,11.0,3.0,3.0,1.0,1.0
qwqxn,-8.6,121.9,,,,,5.0,1.0,,,
qwqyw,-8.7,122.3,,,,,1.0,2.0,,,
qwrbn,-9.8,123.7,,,,,1.0,,,,
qwrpj,-8.6,122.6,,,,,2.0,1.0,2.0,,
qwrpw,-8.5,122.6,,,,,3.0,,2.0,1.0,1.0
qwrr2,-8.5,122.7,,,,,1.0,,,,
qwrxz,-8.5,123.4,,,,,2.0,,,,
qws2s,-8.3,118.7,,,,,1.0,,1.0,,
qwt8g,-8.3,120.4,,,,,1.0,3.0,1.0,6.0,1.0
qwt8z,-8.3,120.6,,,,,1.0,,,,
qwvtt,-6.0,120.5,,,,,1.0,,1.0,5.0,5.0
qwvtz,-6.0,120.6,,,,,2.0,,,,
qww02,-8.4,121.0,,,,,2.0,3.0,,,
qwx8d,-8.3,123.2,,,,,1.0,,,,
qwx8g,-8.3,123.2,,,,,2.0,,1.0,,
qwzrb,-5.6,122.7,,,,,1.0,1.0,,,
qx382,-4.2,114.6,,,,,1.0,,,,
qx3cf,-3.9,115.1,,,,,1.0,,,,
qx3dk,-3.8,114.8,,,,,1.0,,,,
qx3e8,-3.6,114.6,,,,,1.0,,,,1.0
qx3es,-3.6,114.8,,,,,1.0,,,,
qx3ey,-3.5,114.9,,,,,2.0,,,,1.0
qx3fj,-3.8,115.2,,,,,1.0,,,,
qx3fm,-3.8,115.2,,,,,26.0,108.0,29.0,46.0,61.0
qx3me,-3.2,114.4,,,,,1.0,2.0,2.0,2.0,
qx3mq,-3.3,114.5,,,,,1.0,2.0,,,
qx3r4,-3.0,114.4,,,,,1.0,,,,
qx3s9,-3.4,114.7,,,,,2.0,,1.0,,
qx3sg,-3.4,114.8,,,,,3.0,,,,
qx3w2,-3.1,114.6,,,,,1.0,,,,
qx67q,-3.6,115.9,,,,,2.0,,,,
qx67w,-3.6,115.9,,,,,1.0,,1.0,,2.0
qx697,-4.0,116.2,,,,,2.0,2.0,,,1.0
qx6e0,-3.7,116.0,,,,,1.0,,,,
qx6m3,-3.3,115.7,,,,,1.0,1.0,,,1.0
qx6tb,-3.2,116.0,,,,,1.0,,,,
qx6tk,-3.3,116.2,,,,,1.0,,,,
qx6w3,-3.1,116.1,,,,,3.0,,,4.0,1.0
qx6w7,-3.1,116.2,,,,,1.0,,,,
qx8p2,-1.5,112.5,,,,,4.0,1.0,,,
qx92z,-2.7,114.6,,,,,1.0,,,1.0,
qx9bp,-2.8,115.3,,,,,4.0,,,,1.0
qx9cg,-2.5,115.1,,,,,1.0,,,,
qx9u4,-2.1,115.1,,,,,1.0,,,,
qx9ug,-2.0,115.1,,,,,6.0,,,,
qx9uh,-2.1,115.2,,,,,2.0,1.0,1.0,,2.0
qx9v3,-1.9,115.0,,,,,1.0,,,,
qx9we,-1.6,114.8,,,,,1.0,,,,1.0
qx9wk,-1.7,114.8,,,,,1.0,,,,
qx9wm,-1.7,114.9,,,,,2.0,,,,1.0
qxc1u,-1.1,114.1,,,,,1.0,,,,1.0
qxc8e,-1.3,114.8,,,,,4.0,12.0,3.0,6.0,8.0
qxcdc,-0.9,114.7,,,,,1.0,,,,
qxd3w,-2.5,115.9,,,,,1.0,,,,
qxd5p,-2.3,115.6,,,,,24.0,25.0,13.0,27.0,37.0
qxdf5,-2.4,116.5,,,,,1.0,,,,
qxdh1,-2.1,115.4,,,,,2.0,,2.0,1.0,1.0
qxdhw,-2.0,115.6,,,,,1.0,,,,
qxdqp,-1.7,116.0,,,,,2.0,,,,
qxdx4,-1.6,116.1,,,,,1.0,,,,
qxdyf,-1.6,116.5,,,,,1.0,,,,
qxf7s,-0.8,115.9,,,,,6.0,4.0,8.0,7.0,
qxfqe,-0.2,115.8,,,,,1.0,3.0,1.0,,
qxfz2,-0.1,116.4,,,,,6.0,,,,
qxg0v,-1.3,117.0,,,,,1.0,1.0,1.0,3.0,
qxg16,-1.2,116.8,,,,,2.0,1.0,,1.0,
qxg68,-0.9,117.1,,,,,1.0,,,,
qxg6d,-0.9,117.2,,,,,1.0,2.0,1.0,1.0,
qxg79,-0.8,117.1,,,,,1.0,,,,
qxgh3,-0.6,116.8,,,,,1.0,1.0,,,
qxghx,-0.6,117.0,,,,,1.0,,,,
qxghz,-0.5,117.0,,,,,1.0,,,,
qxgk5,-0.7,117.2,,,,,1.0,4.0,10.0,,
qxgkh,-0.7,117.3,,,,,1.0,,,,
qxgm5,-0.5,117.2,,,,,1.0,,,,
qxgme,-0.4,117.2,,,,,2.0,,,2.0,
qxgx9,-0.1,117.5,,,,,1.0,,,,
qxj0g,-5.5,119.7,,,,,1.0,,,,
qxj0x,-5.5,119.9,,,,,1.0,,,,
qxj1f,-5.3,119.6,,,,,16.0,,1.0,,
qxj27,-5.6,120.0,,,,,1.0,,,,
qxj2t,-5.5,120.1,,,,,1.0,,,,
qxj3g,-5.3,120.0,,,,,1.0,1.0,,5.0,
qxj3q,-5.4,120.2,,,,,5.0,1.0,,4.0,
qxj43,-5.2,119.6,,,,,1.0,,,,
qxj5f,-4.9,119.6,,,,,1.0,,1.0,1.0,
qxj67,-5.2,120.0,,,,,2.0,,,,
qxj6m,-5.2,120.1,,,,,1.0,,1.0,,
qxj92,-5.4,120.3,,,,,3.0,,1.0,,
qxjkj,-4.9,120.1,,,,,1.0,,,1.0,
qxjm3,-4.7,119.9,,,,,1.0,,,,
qxjmw,-4.6,120.2,,,,,2.0,,,,
qxjmx,-4.6,120.2,,,,,2.0,,,,
qxjn4,-4.5,119.6,,,,,1.0,,,,
qxjpf,-4.2,119.6,,,,,1.0,,,,1.0
qxjqn,-4.5,120.2,,,,,2.0,,,,
qxjqt,-4.5,120.1,,,,,1.0,,,,
qxjxd,-4.3,120.3,,,,,1.0,,,,
qxkgn,-3.7,119.5,,,,,1.0,,,,
qxks3,-3.4,118.9,,,,,1.0,,2.0,,2.0
qxksb,-3.4,118.9,,,,,1.0,,,,
qxksy,-3.4,119.1,,,,,1.0,4.0,5.0,9.0,1.0
qxku0,-3.5,119.2,,,,,1.0,,2.0,,
qxkud,-3.4,119.3,,,,,4.0,,,,
qxkus,-3.4,119.4,,,,,5.0,3.0,1.0,1.0,1.0
qxkut,-3.4,119.4,,,,,1.0,,,,
qxkw2,-3.1,118.9,,,,,1.0,,,,
qxkw6,-3.1,118.9,,,,,8.0,,,5.0,2.0
qxm0y,-4.1,119.8,,,,,1.0,1.0,,,23.0
qxm22,-4.2,119.9,,,,,7.0,1.0,,,
qxm2y,-4.1,120.2,,,,,1.0,5.0,3.0,,
qxm31,-4.0,119.9,,,,,1.0,,1.0,1.0,
qxm3y,-3.9,120.2,,,,,1.0,,,,
qxm4q,-3.8,119.8,,,,,2.0,1.0,1.0,1.0,
qxm53,-3.6,119.6,,,,,1.0,,,1.0,
qxm8b,-4.1,120.3,,,,,2.0,1.0,,1.0,1.0
qxm92,-4.0,120.3,,,,,3.0,2.0,,,
qxmdf,-3.7,120.3,,,,,1.0,,2.0,1.0,
qxmn6,-3.1,119.6,,,,,1.0,,,,
qxmn8,-3.1,119.6,,,,,1.0,,,,
qxmns,-3.1,119.7,,,,,1.0,,,,
qxmpk,-2.9,119.7,,,,,1.0,,,,
qxmpm,-2.9,119.8,,,,,2.0,,,,1.0
qxnfp,-5.3,122.3,,,,,1.0,2.0,,1.0,2.0
qxnwb,-4.4,121.7,,,,,1.0,,,,
qxnxb,-4.2,121.7,,,,,7.0,,,9.0,13.0
qxnxz,-4.2,122.0,,,,,6.0,,3.0,1.0,
qxnz4,-4.4,122.1,,,,,2.0,,,,1.0
qxnzh,-4.4,122.2,,,,,1.0,2.0,,,1.0
qxnzz,-4.2,122.3,,,,,1.0,1.0,5.0,10.0,31.0
qxp1p,-5.4,122.7,,,,,1.0,,,,
qxp1v,-5.3,122.6,,,,,1.0,,,,
qxp20,-5.6,122.7,,,,,1.0,,,,
qxp23,-5.6,122.8,,,,,1.0,,,,
qxp29,-5.5,122.8,,,,,1.0,,1.0,,
qxp5q,-5.0,122.6,,,,,1.0,,,,
qxp5s,-5.0,122.5,,,,,1.0,1.0,,,
qxp74,-5.1,122.8,,,,,1.0,4.0,3.0,1.0,
qxphx,-4.8,122.7,,,,,1.0,,,,
qxpr2,-4.3,122.7,,,,,2.0,,,1.0,
qxq2r,-4.2,121.6,,,,,1.0,2.0,,,
qxqbt,-4.1,122.2,,,,,4.0,11.0,18.0,,
qxqcs,-3.9,122.2,,,,,2.0,,,,
qxqd3,-3.8,121.7,,,,,1.0,,,,
qxqdt,-3.8,121.9,,,,,1.0,1.0,5.0,6.0,4.0
qxqfk,-3.8,122.2,,,,,1.0,,1.0,,
qxqg2,-3.6,122.0,,,,,3.0,,,,
qxqgs,-3.6,122.2,,,,,1.0,,,,
qxqj0,-3.3,121.0,,,,,1.0,1.0,,,
qxqj3,-3.3,121.0,,,,,1.0,2.0,,,
qxqn7,-3.1,121.1,,,,,1.0,,,,
qxqvf,-3.2,122.1,,,,,1.0,,,,
qxr05,-4.2,122.5,,,,,1.0,2.0,,,
qxr0f,-4.1,122.5,,,,,1.0,,,,
qxr19,-3.9,122.4,,,,,1.0,,,3.0,2.0
qxr2g,-4.1,122.8,,,,,1.0,,,,
qxr46,-3.8,122.5,,,,,2.0,1.0,,2.0,
qxr8g,-4.1,123.2,,,,,3.0,,1.0,,
qxsdr,-2.4,119.2,,,,,1.0,1.0,2.0,3.0,
qxsg7,-2.2,119.3,,,,,1.0,,,,
qxsg9,-2.2,119.2,,,,,1.0,,,,
qxsgk,-2.2,119.4,,,,,1.0,,,1.0,
qxsur,-2.0,119.5,,,,,2.0,,,,
qxszj,-1.6,119.4,,,,,1.0,,,,
qxszu,-1.4,119.4,,,,,1.0,,,,
qxt0n,-2.8,119.8,,,,,1.0,,,,1.0
qxt3m,-2.6,120.1,,,,,3.0,,1.0,,3.0
qxt4t,-2.4,119.8,,,,,15.0,3.0,1.0,12.0,12.0
qxt6j,-2.4,120.1,,,,,1.0,,,,
qxt8f,-2.7,120.3,,,,,1.0,,,,
qxt9k,-2.6,120.4,,,,,5.0,3.0,7.0,3.0,25.0
qxtfh,-2.4,120.8,,,,,13.0,,,,
qxtur,-2.0,120.9,,,,,2.0,,,,
qxubr,-1.3,119.5,,,,,2.0,,,,
qxv1u,-1.1,119.7,,,,,1.0,,,,1.0
qxv4p,-1.0,119.9,,,,,1.0,,,,
qxv60,-1.0,119.9,,,,,10.0,,,,
qxv78,-0.8,119.9,,,,,1.0,,,,
qxv8z,-1.3,120.6,,,,,1.0,,,,
qxvd3,-1.0,120.3,,,,,2.0,1.0,1.0,42.0,3.0
qxy1r,-1.2,121.3,,,,,3.0,11.0,22.0,8.0,
qxy2z,-1.3,121.6,,,,,2.0,,,,
qxytt,-0.4,121.9,,,,,1.0,,,,
qxz7z,-0.7,123.0,,,,,2.0,1.0,,,
qxz95,-1.2,123.2,,,,,1.0,,,,
qxzdu,-0.9,123.2,,,,,1.0,,,,
qxzer,-0.8,123.4,,,,,1.0,,,,
qy0j2,-10.3,123.8,,,,,2.0,,,,
qy0j3,-10.3,123.8,,,,,1.0,,,,
qy0j7,-10.3,123.9,,,,,2.0,1.0,1.0,,
qy0r0,-10.0,124.1,,,,,1.0,,,,
qy0x6,-10.0,124.6,,,,,2.0,2.0,,,2.0
qy22d,-9.7,124.2,,,,,3.0,3.0,,,
qy22e,-9.7,124.3,,,,,3.0,,,1.0,
qy23h,-9.6,124.3,,,,,1.0,,,2.0,3.0
qy26j,-9.5,124.3,,,,,2.0,,,1.0,
qy26t,-9.4,124.3,,,,,1.0,1.0,,,
qy297,-9.6,124.6,,,,,1.0,,,,
qy2c2,-9.6,124.8,,,,,3.0,,,,
qy2de,-9.4,124.6,,,,,1.0,,,,
qy2ec,-9.2,124.5,,,,,1.0,,,,
qy2f9,-9.4,124.9,,,,,2.0,,,1.0,
qy2fc,-9.3,124.9,,,,,1.0,,2.0,,2.0
qy2gf,-9.2,124.9,,,,,1.0,,2.0,1.0,
qy2u2,-9.1,124.8,,,,,2.0,3.0,,1.0,
qy9gd,-7.8,126.3,,,,,1.0,,,,
qye9p,-8.2,129.0,,,,,1.0,3.0,1.0,1.0,3.0
qytwe,-7.3,131.6,,,,,2.0,,,,1.0
qz7jy,-3.2,128.3,,,,,2.0,,1.0,,1.0
qz7nr,-3.1,128.3,,,,,2.0,,1.0,3.0,
qz7r5,-3.0,128.5,,,,,1.0,,3.0,1.0,
qzdz6,-1.5,127.7,,,,,2.0,,,,
qzm3m,-4.0,131.4,,,,,1.0,,,,
qzm5b,-3.5,130.8,,,,,2.0,,,,
qzn21,-5.6,132.6,,,,,1.0,,,,
qzn9w,-5.3,133.2,,,,,1.0,,,,
qzqq9,-3.1,132.6,,,,,2.0,,,,
qzr57,-3.6,133.7,,,,,1.0,,,,
qzum7,-0.5,129.9,,,,,5.0,,,,
qzv7p,-0.9,131.5,,,,,1.0,,,,
qzwuf,-2.0,133.4,,,,,8.0,8.0,14.0,13.0,5.0
qzxjm,-1.9,133.8,,,,,1.0,,,,
qzxpt,-1.5,133.8,,,,,1.0,,,,2.0
qzy23,-1.3,132.6,,,,,1.0,,,,
qzz0t,-1.3,133.8,,,,,1.0,,4.0,,2.0
qzz3k,-1.2,134.1,,,,,1.0,2.0,,,
rnd55,-7.9,138.0,,,,,1.0,,,,
rnd73,-7.8,138.2,,,,,5.0,,2.0,,
rndcs,-8.2,139.1,,,,,1.0,,,,1.0
rnefs,-8.0,140.5,,,,,4.0,,,,
rnfgy,-6.4,139.2,,,,,1.0,,1.0,4.0,
rng0s,-6.9,139.4,,,,,20.0,,,,
rngsx,-6.2,140.3,,,,,2.0,2.0,,,2.0
rp1q5,-4.5,136.9,,,,,1.0,,,,
rp1q6,-4.5,136.9,,,,,1.0,1.0,,14.0,
rp1qf,-4.4,136.9,,,,,1.0,,,,
rp29p,-4.0,136.0,,,,,1.0,,,,
rp2hp,-3.5,135.3,,,,,2.0,,,1.0,
rp31m,-4.0,136.6,,,,,1.0,,,,
rp7r7,-2.9,139.7,,,,,1.0,5.0,1.0,,
rp8gr,-2.2,136.4,,,,,5.0,,,,
rp953,-2.2,136.5,,,,,9.0,,,,
rp955,-2.3,136.6,,,,,10.0,8.0,,,
rpb7j,-0.9,135.6,,,,,4.0,,,,
rpb7r,-0.8,135.7,,,,,1.0,,,,
rpdu9,-2.0,138.9,,,,,3.0,2.0,,,
rpkp6,-2.9,140.7,,,,,2.0,3.0,2.0,2.0,1.0
rps0w,-2.7,140.9,,,,,3.0,2.0,9.0,18.0,9.0
w0gwp,5.3,95.3,,,,,9.0,,1.0,,
w0gzv,5.6,95.5,,,,,2.0,,1.0,,
w0jmm,0.9,97.6,,,,,2.0,1.0,2.0,1.0,
w0jqm,1.1,97.6,,,,,1.0,,,,
w0js1,0.7,97.8,,,,,9.0,4.0,,,
w0jtd,1.0,97.8,,,,,4.0,3.0,,,1.0
w0kez,2.1,96.7,,,,,5.0,3.0,4.0,2.0,1.0
w0kqh,2.5,96.2,,,,,1.0,,,,
w0kqn,2.5,96.3,,,,,3.0,,2.0,,
w0mtu,2.4,97.9,,,,,1.0,,,,
w0mwy,2.6,98.0,,,,,2.0,,,18.0,1.0
w0myg,2.6,98.2,,,,,1.0,,,,
w0myv,2.6,98.3,,,,,1.0,,,,
w0mzw,2.7,98.4,,,,,9.0,5.0,3.0,5.0,5.0
w0nbn,0.0,99.8,,,,,1.0,,,,
w0ncu,0.3,99.7,,,,,1.0,1.0,,,1.0
w0nf4,0.4,99.6,,,,,1.0,,,,
w0nrz,1.4,99.1,,,,,1.0,,,,
w0nvw,1.0,99.8,,,,,42.0,13.0,11.0,9.0,23.0
w0ny9,1.2,99.6,,,,,1.0,,,,
w0nyq,1.1,99.8,,,,,2.0,,,,
w0p08,0.1,99.9,,,,,2.0,2.0,,,
w0p09,0.1,99.9,,,,,1.0,,,,
w0p16,0.2,100.0,,,,,6.0,,,,
w0p17,0.2,100.0,,,,,17.0,,,,
w0p1n,0.2,100.1,,,,,1.0,,,,
w0p2n,0.0,100.5,,,,,3.0,5.0,,,
w0p4j,0.4,100.1,,,,,2.0,1.0,,6.0,
w0p5g,0.7,100.0,,,,,1.0,2.0,,1.0,
w0p5p,0.5,100.2,,,,,1.0,,,,
w0p7p,0.5,100.5,,,,,2.0,,,,
w0p99,0.3,100.6,,,,,1.0,,,,
w0p9v,0.3,100.8,,,,,1.0,,,,
w0pe2,0.6,100.6,,,,,1.0,,,,
w0pg5,0.5,101.1,,,,,1.0,,,,
w0pk5,0.7,100.3,,,,,1.0,3.0,,,
w0q5v,2.1,98.7,,,,,2.0,,,,
w0q77,2.0,98.9,,,,,1.0,1.0,5.0,,1.0
w0q7x,2.0,99.1,,,,,1.0,,,,1.0
w0qb5,1.4,99.6,,,,,2.0,1.0,4.0,3.0,6.0
w0qdr,1.8,99.5,,,,,2.0,1.0,3.0,,
w0qes,2.0,99.3,,,,,2.0,1.0,,,1.0
w0qhj,2.1,98.7,,,,,1.0,,,,2.0
w0qj3,2.4,98.5,,,,,1.0,,1.0,4.0,
w0qmf,2.4,98.9,,,,,1.0,,,,
w0qnw,2.6,98.7,,,,,15.0,1.0,,,
w0qph,2.7,98.6,,,,,1.0,,,,
w0qpn,2.7,98.7,,,,,1.0,,,,
w0qpt,2.7,98.7,,,,,2.0,1.0,1.0,2.0,
w0qqc,2.6,98.9,,,,,2.0,2.0,7.0,3.0,12.0
w0qr1,2.7,98.9,,,,,1.0,,,,
w0qwe,2.6,99.3,,,,,1.0,,,,
w0qxy,2.8,99.4,,,,,1.0,1.0,6.0,13.0,11.0
w0r2j,1.4,100.4,,,,,7.0,1.0,,,
w0r58,2.0,99.9,,,,,1.0,9.0,,3.0,3.0
w0rb7,1.5,101.1,,,,,1.0,,2.0,,1.0
w0rbf,1.6,101.0,,,,,2.0,,,,
w0rh5,2.1,100.0,,,,,1.0,,,,
w0rq4,2.5,100.3,,,,,1.0,,,,
w0rq6,2.5,100.3,,,,,1.0,,,,
w0srr,4.1,96.3,,,,,1.0,,,,1.0
w0svc,3.8,96.7,,,,,4.0,,,,
w0svd,3.8,96.8,,,,,1.0,,,,
w0sx1,4.1,96.4,,,,,1.0,1.0,,,
w0t2m,2.9,97.6,,,,,2.0,,,,1.0
w0t3b,3.1,97.4,,,,,4.0,1.0,,3.0,
w0t5u,3.5,97.2,,,,,4.0,,1.0,4.0,3.0
w0t9v,3.1,98.0,,,,,1.0,,1.0,,1.0
w0tdq,3.2,98.0,,,,,1.0,3.0,1.0,,
w0tf1,3.2,98.2,,,,,1.0,,,,
w0tfj,3.2,98.3,,,,,2.0,1.0,,,1.0
w0tgg,3.5,98.2,,,,,11.0,4.0,,,
w0tsz,3.7,98.1,,,,,2.0,,,,
w0txx,4.2,98.1,,,,,3.0,3.0,13.0,20.0,7.0
w0u1y,4.5,95.9,,,,,1.0,,,,
w0u4g,4.7,95.8,,,,,10.0,4.0,,7.0,8.0
w0u4k,4.6,95.8,,,,,1.0,,,,4.0
w0u80,4.2,96.4,,,,,1.0,,,,1.0
w0u81,4.2,96.4,,,,,2.0,1.0,1.0,1.0,
w0ubc,4.4,96.7,,,,,1.0,,,,
w0ucn,4.4,97.0,,,,,1.0,,,,2.0
w0ud7,4.6,96.5,,,,,1.0,,,,
w0uf9,4.7,96.7,,,,,5.0,,,,
w0ufk,4.6,96.9,,,,,1.0,,,,2.0
w0ujy,5.3,95.9,,,,,1.0,,,,
w0umc,5.3,96.0,,,,,1.0,,1.0,2.0,1.0
w0uss,5.0,96.5,,,,,2.0,,,,
w0v05,4.2,97.2,,,,,1.0,,,,
w0v0d,4.3,97.1,,,,,2.0,1.0,2.0,,
w0v4s,4.7,97.2,,,,,1.0,,,,
w0v5w,4.9,97.3,,,,,1.0,,,,
w0v8s,4.3,97.9,,,,,2.0,,,2.0,2.0
w0vb0,4.2,98.1,,,,,2.0,1.0,,,1.0
w0vb2,4.3,98.1,,,,,1.0,2.0,1.0,,1.0
w0veb,4.9,97.8,,,,,1.0,,,1.0,
w0vh2,5.0,97.1,,,,,2.0,1.0,1.0,,
w0vkm,5.0,97.6,,,,,1.0,,,,
w0vmd,5.2,97.5,,,,,1.0,,,,
w0w0m,2.9,98.7,,,,,1.0,,,,
w0w1w,3.1,98.7,,,,,1.0,,,,
w0w2p,2.8,99.1,,,,,1.0,,,,
w0w5j,3.4,98.7,,,,,2.0,,4.0,,
w0w5m,3.4,98.7,,,,,1.0,,,,
w0w6j,3.2,99.0,,,,,2.0,,7.0,54.0,101.0
w0w6q,3.2,99.1,,,,,2.0,,,,
w0w7v,3.5,99.0,,,,,1.0,,,,
w0w8n,2.8,99.4,,,,,1.0,4.0,11.0,1.0,4.0
w0w97,3.1,99.3,,,,,2.0,,,1.0,1.0
w0w9t,3.1,99.4,,,,,1.0,,,,
w0wep,3.4,99.5,,,,,5.0,,,1.0,
w0wf8,3.3,99.5,,,,,3.0,,,,
w0wjk,3.8,98.6,,,,,2.0,1.0,7.0,6.0,
w0wkf,3.7,98.9,,,,,1.0,1.0,1.0,2.0,1.0
w0wn6,3.9,98.5,,,,,1.0,,,,
w200w,0.1,101.5,,,,,1.0,,,,
w2033,0.2,101.7,,,,,2.0,1.0,,,
w203r,0.2,101.9,,,,,1.0,,,,
w204x,0.5,101.6,,,,,1.0,,1.0,1.0,
w2057,0.6,101.4,,,,,2.0,1.0,,,1.0
w205x,0.6,101.6,,,,,4.0,,,,
