geohash,lat,long,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09
eysqh,37.6,-5.1,,,7.0,5.0,5.0,,,2.0,5.0
eysqk,37.7,-5.1,,,3.0,1.0,4.0,1.0,1.0,5.0,3.0
eysqp,37.6,-4.9,,,2.0,,,,1.0,2.0,2.0
eysqx,37.7,-4.9,,,1.0,3.0,2.0,1.0,,,
eysrp,37.8,-4.9,,,2.0,3.0,3.0,1.0,,2.0,2.0
eyssy,37.4,-4.6,,,7.0,3.0,3.0,,3.0,2.0,14.0
eyst0,37.5,-4.9,,,3.0,3.0,2.0,2.0,1.0,,1.0
eyst2,37.5,-4.9,,,2.0,1.0,,,,,1.0
eystj,37.5,-4.7,,,8.0,,,,,,
eysu4,37.3,-4.5,,,3.0,2.0,,,2.0,4.0,
eysvp,37.5,-4.2,,,7.0,10.0,7.0,,,,
eysvr,37.5,-4.2,,,1.0,,,,,,
eysvx,37.6,-4.2,,,5.0,2.0,2.0,1.0,,2.0,1.0
eysw2,37.7,-4.9,,,3.0,17.0,15.0,6.0,8.0,5.0,1.0
eysxg,37.9,-4.8,,,4.0,7.0,5.0,4.0,,2.0,
eysxu,37.9,-4.7,,,1.0,,,,,,2.0
eysyr,37.7,-4.2,,,2.0,5.0,,,1.0,1.0,
eyszz,37.9,-4.2,,,1.0,,,,,3.0,3.0
eyt0f,36.7,-4.1,,,1.0,15.0,17.0,6.0,4.0,4.0,3.0
eyt19,36.8,-4.2,,,2.0,2.0,1.0,,,,2.0
eyt1b,36.9,-4.2,,,2.0,,,,,,
eyt1g,36.9,-4.1,,,6.0,5.0,9.0,3.0,8.0,2.0,4.0
eyt34,36.8,-3.8,,,4.0,1.0,1.0,,,,
eyt42,37.0,-4.2,,,3.0,,,,,,
eyt44,36.9,-4.1,,,3.0,2.0,1.0,3.0,4.0,1.0,
eyt4m,37.0,-4.0,,,1.0,1.0,,,2.0,,
eyt5b,37.2,-4.2,,,1.0,,,,,,
eyt5v,37.2,-4.0,,,1.0,,,,,,
eyt6f,37.1,-3.8,,,12.0,10.0,8.0,4.0,5.0,6.0,5.0
eyt72,37.2,-3.8,,,2.0,,,,1.0,1.0,
eyt76,37.2,-3.8,,,5.0,8.0,14.0,15.0,4.0,3.0,3.0
eyt7s,37.2,-3.7,,,1.0,,1.0,1.0,,,
eyt7x,37.2,-3.5,,,1.0,1.0,,,9.0,6.0,8.0
eyt8g,36.7,-3.4,,,1.0,1.0,,1.0,,1.0,
eyt92,36.8,-3.5,,,1.0,,,1.0,1.0,2.0,
eyt94,36.8,-3.4,,,3.0,2.0,4.0,2.0,1.0,1.0,
eyt9d,36.8,-3.4,,,1.0,,1.0,,1.0,,
eyt9v,36.9,-3.3,,,1.0,1.0,,,,,
eyt9w,36.8,-3.2,,,1.0,1.0,,,1.0,1.0,
eytcw,36.8,-2.9,,,1.0,3.0,4.0,,,,
eytd4,36.9,-3.4,,,7.0,6.0,2.0,5.0,6.0,,
eyte3,37.2,-3.4,,,5.0,4.0,3.0,,5.0,1.0,
eyte8,37.2,-3.5,,,3.0,2.0,5.0,2.0,2.0,1.0,
eyteb,37.2,-3.5,,,3.0,2.0,3.0,1.0,,2.0,1.0
eytf2,37.0,-3.1,,,1.0,1.0,2.0,3.0,6.0,3.0,
eytfm,37.0,-2.9,,,2.0,,,1.0,,,
eytg7,37.2,-3.0,,,1.0,,,,,,
eytg9,37.2,-3.1,,,5.0,3.0,9.0,3.0,1.0,9.0,3.0
eythz,37.4,-3.9,,,2.0,1.0,,,2.0,,
eytj6,37.5,-4.1,,,1.0,1.0,,,,1.0,
eytjt,37.6,-4.0,,,1.0,,,,,,
eytk3,37.3,-3.8,,,6.0,9.0,9.0,1.0,6.0,46.0,48.0
eytk9,37.4,-3.8,,,1.0,,,,,,
eytkk,37.3,-3.7,,,2.0,,1.0,,,,1.0
eytkw,37.4,-3.6,,,1.0,1.0,1.0,1.0,,,
eytmj,37.5,-3.6,,,4.0,1.0,,,,,
eytn7,37.7,-4.1,,,1.0,,,,,,
eytn9,37.7,-4.2,,,3.0,6.0,4.0,1.0,2.0,4.0,1.0
eytp4,37.8,-4.1,,,1.0,1.0,,,,,
eytpv,37.9,-4.0,,,1.0,,,,,,
eytq7,37.7,-3.7,,,1.0,15.0,2.0,,,,
eytq9,37.7,-3.8,,,1.0,,,,1.0,,1.0
eytqp,37.6,-3.5,,,2.0,16.0,9.0,1.0,2.0,8.0,3.0
eytqr,37.7,-3.5,,,1.0,,,1.0,,1.0,1.0
eytqs,37.7,-3.7,,,2.0,11.0,14.0,20.0,17.0,9.0,11.0
eytqy,37.8,-3.6,,,4.0,2.0,,,,,
eytru,37.9,-3.7,,,1.0,1.0,2.0,1.0,2.0,1.0,
eytrv,37.9,-3.6,,,1.0,2.0,2.0,2.0,,1.0,
eytrz,37.9,-3.5,,,2.0,1.0,,,,,
eyts7,37.3,-3.4,,,1.0,,4.0,,,,
eytsb,37.4,-3.5,,,2.0,,16.0,15.0,6.0,7.0,16.0
eytst,37.4,-3.3,,,22.0,15.0,5.0,,3.0,1.0,1.0
eytsx,37.4,-3.2,,,1.0,,1.0,,,,
eytt2,37.5,-3.5,,,11.0,2.0,3.0,1.0,,4.0,1.0
eytt6,37.5,-3.4,,,1.0,,,,,,
eytu5,37.3,-3.0,,,6.0,,2.0,4.0,,1.0,3.0
eytuc,37.4,-3.1,,,3.0,12.0,5.0,,4.0,4.0,1.0
eytvg,37.6,-3.0,,,4.0,1.0,1.0,,1.0,,
eytw4,37.6,-3.4,,,6.0,1.0,2.0,,,,
eytwc,37.8,-3.4,,,27.0,47.0,21.0,1.0,4.0,8.0,2.0
eytwx,37.7,-3.2,,,5.0,9.0,9.0,4.0,2.0,1.0,
eytxb,37.9,-3.5,,,7.0,1.0,2.0,2.0,1.0,6.0,1.0
eytxg,37.9,-3.4,,,1.0,6.0,5.0,5.0,,,
eytxt,37.9,-3.3,,,5.0,1.0,,1.0,,,
eytxy,37.9,-3.2,,,1.0,,,1.0,2.0,4.0,4.0
eytyf,37.8,-3.1,,,2.0,2.0,1.0,2.0,1.0,3.0,2.0
eytyr,37.7,-2.8,,,1.0,,,,,3.0,1.0
eytys,37.7,-3.0,,,1.0,4.0,2.0,,1.0,,
eytzs,37.9,-3.0,,,2.0,,,,6.0,2.0,
eyu1q,38.2,-5.3,,,1.0,,,,,,
eyu2t,38.1,-5.0,,,5.0,4.0,3.0,,,,2.0
eyu2u,38.1,-5.1,,,5.0,2.0,,,2.0,1.0,
eyu58,38.6,-5.6,,,1.0,,,,,,
eyu5d,38.6,-5.5,,,1.0,,,,,,
eyu5f,38.6,-5.5,,,1.0,,,,,,
eyu6y,38.5,-5.0,,,4.0,3.0,3.0,2.0,1.0,3.0,1.0
eyu79,38.6,-5.2,,,16.0,19.0,38.0,34.0,17.0,16.0,11.0
eyubb,38.1,-4.5,,,2.0,,2.0,1.0,,5.0,
eyucq,38.2,-4.3,,,1.0,,,,,,
eyudb,38.5,-4.9,,,1.0,,,,,4.0,
eyudc,38.5,-4.9,,,1.0,1.0,3.0,4.0,,1.0,3.0
eyugu,38.6,-4.4,,,1.0,,,,,,
eyuh1,38.7,-5.6,,,6.0,,3.0,8.0,4.0,,
eyuhe,38.8,-5.5,,,1.0,2.0,,2.0,1.0,2.0,1.0
eyujw,39.0,-5.3,,,1.0,,,,,,
eyukg,38.8,-5.1,,,1.0,2.0,11.0,1.0,1.0,3.0,1.0
eyukp,38.7,-4.9,,,4.0,5.0,4.0,2.0,5.0,11.0,5.0
eyun9,39.1,-5.6,,,2.0,7.0,9.0,2.0,1.0,1.0,
eyuqg,39.2,-5.1,,,1.0,,,1.0,,,1.0
eyurm,39.3,-5.0,,,5.0,2.0,,3.0,3.0,,2.0
eyuue,38.8,-4.4,,,2.0,12.0,9.0,12.0,10.0,2.0,
eyuxp,39.2,-4.6,,,1.0,1.0,23.0,2.0,5.0,1.0,
eyuz6,39.3,-4.5,,,1.0,,,,,,
eyuze,39.3,-4.4,,,11.0,50.0,14.0,10.0,,,
eyuzn,39.2,-4.3,,,3.0,,,,4.0,2.0,
eyuzx,39.3,-4.2,,,1.0,,,,,,
eyv00,38.0,-4.2,,,1.0,3.0,1.0,,1.0,,2.0
eyv0s,38.1,-4.0,,,2.0,,,,,2.0,4.0
eyv0v,38.1,-4.0,,,1.0,,2.0,1.0,,1.0,
eyv0x,38.1,-3.9,,,1.0,1.0,,1.0,1.0,3.0,1.0
eyv24,38.0,-3.8,,,6.0,12.0,,,,,
eyv26,38.0,-3.8,,,1.0,,,,1.0,,
eyv2r,38.0,-3.5,,,1.0,,1.0,3.0,1.0,,
eyv2w,38.1,-3.6,,,3.0,3.0,1.0,2.0,1.0,3.0,
eyv3f,38.3,-3.8,,,2.0,,1.0,,,,
eyv5c,38.6,-4.2,,,1.0,,,,2.0,,1.0
eyv71,38.5,-3.8,,,1.0,,,,,,
eyv7d,38.6,-3.8,,,10.0,1.0,5.0,3.0,1.0,,
eyv7y,38.6,-3.6,,,12.0,12.0,26.0,29.0,22.0,12.0,19.0
eyv8h,38.0,-3.3,,,13.0,20.0,12.0,9.0,10.0,28.0,29.0
eyvb3,38.0,-3.1,,,2.0,,,,,,
eyvb5,38.0,-3.0,,,2.0,1.0,1.0,,1.0,6.0,
eyvbe,38.1,-3.0,,,1.0,2.0,3.0,1.0,1.0,3.0,1.0
eyvbr,38.0,-2.8,,,6.0,7.0,53.0,47.0,39.0,71.0,65.0
eyvc7,38.2,-3.0,,,1.0,,,,,,
eyvcb,38.3,-3.1,,,2.0,2.0,4.0,,,,
eyvch,38.2,-3.0,,,1.0,,1.0,1.0,,2.0,
eyvck,38.2,-3.0,,,2.0,,2.0,1.0,2.0,1.0,
eyvf0,38.3,-3.1,,,2.0,1.0,2.0,4.0,11.0,4.0,
eyvgc,38.6,-3.1,,,9.0,1.0,5.0,9.0,16.0,1.0,4.0
eyvgf,38.6,-3.1,,,13.0,13.0,29.0,14.0,3.0,3.0,1.0
eyvhy,38.8,-3.9,,,1.0,1.0,,2.0,1.0,,
eyvjf,39.0,-4.1,,,4.0,1.0,1.0,,1.0,5.0,
eyvm0,38.9,-3.8,,,1.0,4.0,1.0,1.0,,,
eyvpk,39.3,-4.0,,,2.0,,,,,,
eyvpp,39.2,-3.9,,,1.0,4.0,1.0,,2.0,4.0,3.0
eyvq0,39.0,-3.8,,,1.0,,,,,,
eyvq4,39.0,-3.8,,,1.0,,,1.0,,,
eyvqp,39.0,-3.5,,,1.0,1.0,,,,,
eyvrg,39.4,-3.7,,,1.0,,,,,,
eyvt6,38.9,-3.4,,,1.0,2.0,2.0,,1.0,1.0,
eyvu6,38.7,-3.1,,,6.0,,2.0,,,1.0,9.0
eyvvj,38.9,-2.9,,,1.0,,,,,,
eyvvy,39.0,-2.9,,,1.0,,,,,,1.0
eyvwy,39.2,-3.2,,,3.0,,,,,2.0,
eyvx3,39.3,-3.4,,,2.0,,,2.0,2.0,15.0,
eyvy7,39.1,-3.0,,,6.0,2.0,2.0,1.0,,2.0,
eyvyf,39.2,-3.1,,,1.0,,,,,1.0,
eyvyn,39.0,-2.9,,,3.0,2.0,4.0,4.0,1.0,1.0,
eyw0b,36.7,-2.8,,,9.0,4.0,,,,2.0,
eyw0g,36.7,-2.7,,,32.0,16.0,19.0,9.0,8.0,5.0,8.0
eyw16,36.8,-2.7,,,1.0,,,,,,2.0
eyw1d,36.8,-2.7,,,1.0,,,,,,
eyw3k,36.8,-2.3,,,2.0,,3.0,,4.0,4.0,2.0
eyw3v,36.9,-2.2,,,7.0,10.0,6.0,13.0,3.0,9.0,5.0
eyw3z,36.9,-2.1,,,1.0,,,,,,
eyw42,37.0,-2.8,,,5.0,1.0,4.0,1.0,4.0,7.0,1.0
eyw46,37.0,-2.7,,,10.0,1.0,,5.0,7.0,5.0,1.0
eyw47,37.0,-2.7,,,1.0,,,2.0,1.0,1.0,
eyw53,37.2,-2.7,,,1.0,2.0,,,,,
eyw56,37.2,-2.7,,,1.0,,,,1.0,,
eyw6f,37.1,-2.4,,,5.0,2.0,,,2.0,4.0,3.0
eyw6k,37.0,-2.3,,,1.0,,,29.0,,,
eyw6u,37.1,-2.3,,,2.0,2.0,,,,,
eyw76,37.2,-2.4,,,4.0,19.0,18.0,6.0,7.0,14.0,11.0
eyw79,37.2,-2.4,,,1.0,2.0,,,,,
eyw7g,37.2,-2.3,,,1.0,2.0,,,2.0,5.0,
eyw7r,37.2,-2.1,,,2.0,,1.0,1.0,,,
eyw9f,36.9,-2.0,,,2.0,1.0,2.0,1.0,,1.0,
eywdb,37.1,-2.1,,,3.0,1.0,1.0,,,,
eywe8,37.2,-2.1,,,4.0,7.0,6.0,6.0,2.0,2.0,
eywef,37.2,-2.0,,,3.0,,1.0,3.0,2.0,4.0,3.0
eyweh,37.1,-1.9,,,2.0,,2.0,1.0,1.0,1.0,2.0
eywhk,37.3,-2.6,,,1.0,1.0,,,,,1.0
eywhn,37.3,-2.5,,,5.0,2.0,7.0,1.0,7.0,4.0,2.0
eywjm,37.5,-2.6,,,1.0,2.0,1.0,,,9.0,7.0
eywk1,37.3,-2.4,,,7.0,4.0,8.0,9.0,12.0,6.0,1.0
eywk8,37.4,-2.4,,,1.0,2.0,2.0,2.0,,,
eywk9,37.4,-2.4,,,3.0,,2.0,,,,
eywkj,37.3,-2.2,,,1.0,3.0,,,1.0,1.0,1.0
eywkk,37.3,-2.3,,,1.0,,1.0,5.0,3.0,1.0,
eywkp,37.3,-2.1,,,1.0,,3.0,,,,
eywkr,37.3,-2.1,,,8.0,19.0,13.0,8.0,3.0,2.0,2.0
eywmm,37.5,-2.2,,,5.0,12.0,2.0,4.0,3.0,1.0,
eywmq,37.5,-2.2,,,2.0,1.0,,2.0,,3.0,1.0
eywnc,37.8,-2.7,,,1.0,,,,,,
eywp1,37.8,-2.7,,,2.0,2.0,,,,2.0,1.0
eywpt,37.9,-2.6,,,5.0,2.0,4.0,2.0,3.0,2.0,
eywpv,37.9,-2.6,,,4.0,2.0,2.0,,,,
eywq9,37.7,-2.4,,,4.0,8.0,55.0,9.0,11.0,22.0,6.0
eywqm,37.7,-2.2,,,20.0,8.0,7.0,,,5.0,5.0
eywqn,37.6,-2.2,,,2.0,,3.0,,,,
eywr4,37.8,-2.4,,,1.0,,,,,,
eywr9,37.9,-2.4,,,3.0,13.0,12.0,1.0,9.0,22.0,4.0
eyws8,37.4,-2.1,,,2.0,10.0,,,,,
eyws9,37.4,-2.0,,,1.0,,,1.0,,,
eywsq,37.3,-1.8,,,2.0,,3.0,,3.0,6.0,
eywt0,37.5,-2.1,,,1.0,,3.0,5.0,,1.0,
eywt9,37.6,-2.0,,,1.0,10.0,1.0,4.0,3.0,,
eywtz,37.6,-1.8,,,1.0,2.0,2.0,1.0,,3.0,
eywu8,37.4,-1.7,,,11.0,11.0,8.0,4.0,28.0,21.0,6.0
eywuu,37.4,-1.6,,,1.0,,2.0,1.0,,1.0,2.0
eywvc,37.6,-1.7,,,2.0,2.0,2.0,1.0,1.0,,
eywve,37.6,-1.6,,,6.0,5.0,2.0,4.0,2.0,,
eywvh,37.5,-1.6,,,1.0,,1.0,1.0,,,
eywxy,37.9,-1.8,,,1.0,,,,,,
eywyg,37.8,-1.6,,,1.0,1.0,,,,4.0,2.0
eywys,37.7,-1.6,,,2.0,2.0,,1.0,,2.0,1.0
eywyt,37.7,-1.5,,,1.0,3.0,4.0,2.0,6.0,9.0,7.0
eywzn,37.8,-1.5,,,7.0,7.0,23.0,7.0,5.0,3.0,1.0
eyxj8,37.6,-1.4,,,1.0,2.0,2.0,3.0,2.0,,1.0
eyxjc,37.6,-1.3,,,5.0,,,3.0,1.0,,1.0
eyxmy,37.6,-0.8,,,2.0,,,,,,
eyxn6,37.7,-1.3,,,4.0,2.0,1.0,3.0,3.0,3.0,2.0
eyxnd,37.7,-1.3,,,1.0,,1.0,1.0,,,
eyxnk,37.7,-1.2,,,4.0,3.0,2.0,1.0,,1.0,1.0
eyxns,37.7,-1.2,,,9.0,23.0,6.0,4.0,5.0,6.0,5.0
eyxph,37.8,-1.2,,,4.0,5.0,1.0,1.0,1.0,1.0,
eyxpp,37.8,-1.1,,,5.0,2.0,2.0,,2.0,4.0,3.0
eyxqc,37.8,-1.0,,,1.0,1.0,5.0,2.0,7.0,6.0,
eyxqz,37.8,-0.7,,,1.0,,,1.0,,,
eyxr9,37.9,-1.0,,,1.0,4.0,1.0,,1.0,,
eyxrs,37.9,-0.9,,,2.0,5.0,4.0,13.0,18.0,85.0,7.0
eyy09,38.1,-2.7,,,2.0,,,,,,
eyy0f,38.1,-2.7,,,1.0,1.0,,,,2.0,
eyy11,38.2,-2.7,,,1.0,,,,,2.0,3.0
eyy2p,38.0,-2.1,,,2.0,2.0,2.0,,2.0,1.0,
eyy3s,38.3,-2.3,,,1.0,,2.0,2.0,1.0,,1.0
eyy42,38.4,-2.8,,,3.0,3.0,2.0,3.0,1.0,2.0,3.0
eyy4h,38.3,-2.6,,,1.0,2.0,,,,,
eyy57,38.6,-2.7,,,1.0,,,,,7.0,
eyy5k,38.6,-2.6,,,5.0,1.0,,1.0,,6.0,3.0
eyy5t,38.6,-2.6,,,1.0,,,1.0,,,
eyy6g,38.5,-2.3,,,1.0,13.0,77.0,14.0,78.0,50.0,39.0
eyy6s,38.4,-2.3,,,1.0,,,,,,
eyy6u,38.5,-2.3,,,3.0,,,1.0,,1.0,
eyy71,38.5,-2.4,,,2.0,,,1.0,2.0,1.0,1.0
eyy8n,38.0,-1.8,,,4.0,15.0,18.0,18.0,16.0,26.0,10.0
eyy8s,38.1,-1.9,,,8.0,5.0,2.0,5.0,7.0,5.0,1.0
eyy92,38.2,-2.1,,,1.0,,,,,,
eyy9m,38.2,-1.9,,,2.0,,4.0,1.0,2.0,1.0,1.0
eyy9u,38.3,-1.9,,,3.0,,,,1.0,1.0,1.0
eyyb3,38.0,-1.7,,,3.0,,,1.0,2.0,1.0,
eyyb4,38.0,-1.6,,,2.0,,,,,,
eyybb,38.1,-1.7,,,3.0,2.0,1.0,,,,
eyyc0,38.2,-1.7,,,3.0,,3.0,1.0,,,2.0
eyyc8,38.3,-1.7,,,3.0,8.0,10.0,9.0,2.0,3.0,2.0
eyycd,38.3,-1.6,,,1.0,7.0,3.0,1.0,11.0,2.0,
eyycr,38.2,-1.4,,,24.0,,,,1.0,,
eyydb,38.5,-2.1,,,1.0,,,,,,
eyyec,38.6,-2.0,,,1.0,1.0,1.0,1.0,1.0,,
eyyej,38.5,-1.9,,,3.0,1.0,3.0,,,2.0,
eyyev,38.6,-1.9,,,2.0,,,,,,
eyyff,38.5,-1.6,,,13.0,16.0,4.0,,,,
eyyhh,38.7,-2.6,,,2.0,1.0,4.0,2.0,13.0,10.0,19.0
eyykb,38.8,-2.4,,,2.0,3.0,3.0,,,,2.0
eyykw,38.8,-2.2,,,1.0,,,,2.0,1.0,1.0
eyyky,38.8,-2.2,,,5.0,,2.0,1.0,1.0,1.0,
eyymp,38.9,-2.1,,,1.0,,1.0,,,1.0,1.0
eyymx,39.0,-2.1,,,2.0,1.0,,1.0,,,1.0
eyyp8,39.3,-2.8,,,1.0,,,,1.0,1.0,
eyyq8,39.1,-2.4,,,1.0,,,,,,
eyyqn,39.0,-2.2,,,1.0,,,,,,
eyyqr,39.1,-2.1,,,1.0,2.0,,,,,
eyyqy,39.2,-2.2,,,3.0,8.0,3.0,7.0,5.0,,1.0
eyyr0,39.2,-2.4,,,1.0,,,,,,
eyyr5,39.2,-2.3,,,1.0,2.0,,,,,
eyys1,38.7,-2.0,,,2.0,4.0,1.0,,,,
eyysb,38.8,-2.1,,,18.0,53.0,35.0,12.0,1.0,3.0,7.0
eyysx,38.8,-1.8,,,1.0,,,,1.0,,
eyyts,39.0,-1.9,,,2.0,1.0,,4.0,3.0,6.0,1.0
eyyuh,38.7,-1.6,,,3.0,3.0,,,,,
eyyuu,38.8,-1.6,,,3.0,,10.0,3.0,10.0,3.0,1.0
eyyux,38.8,-1.4,,,4.0,2.0,2.0,6.0,3.0,1.0,
eyyv3,38.9,-1.7,,,2.0,1.0,4.0,4.0,5.0,5.0,
eyyv5,38.9,-1.6,,,2.0,,1.0,1.0,5.0,2.0,2.0
eyyvr,38.9,-1.4,,,1.0,,,,,,
eyywh,39.0,-1.9,,,1.0,1.0,,,,,
eyywj,39.0,-1.9,,,6.0,2.0,,,,,3.0
eyyx5,39.2,-2.0,,,2.0,3.0,9.0,1.0,,,
eyyxg,39.4,-2.0,,,1.0,,,1.0,,,
eyyz2,39.3,-1.7,,,2.0,,,,,,
eyyzu,39.4,-1.6,,,1.0,,2.0,,,7.0,2.0
eyz14,38.2,-1.3,,,2.0,,,,,,
eyz16,38.2,-1.3,,,4.0,19.0,5.0,,3.0,4.0,1.0
eyz1x,38.3,-1.1,,,7.0,11.0,8.0,,,2.0,2.0
eyz2j,38.0,-0.8,,,4.0,18.0,11.0,4.0,47.0,10.0,14.0
eyz2q,38.0,-0.8,,,2.0,3.0,1.0,,,,
eyz3g,38.3,-0.9,,,1.0,2.0,2.0,1.0,,1.0,1.0
eyz3w,38.3,-0.8,,,1.0,,1.0,1.0,1.0,1.0,1.0
eyz4p,38.3,-1.1,,,1.0,1.0,2.0,,,3.0,
eyz4q,38.4,-1.1,,,1.0,2.0,3.0,1.0,34.0,65.0,13.0
eyz57,38.6,-1.3,,,11.0,18.0,13.0,7.0,7.0,30.0,10.0
eyz65,38.3,-0.9,,,1.0,,,,2.0,,
eyz7z,38.6,-0.7,,,14.0,2.0,,,,,4.0
eyz93,38.2,-0.6,,,7.0,10.0,18.0,5.0,3.0,4.0,3.0
eyzd3,38.4,-0.6,,,2.0,1.0,,,,,
eyzd5,38.3,-0.5,,,10.0,2.0,1.0,3.0,5.0,1.0,1.0
eyzdd,38.4,-0.6,,,2.0,4.0,4.0,11.0,2.0,,
eyzdg,38.5,-0.5,,,1.0,1.0,1.0,,,2.0,
eyzdz,38.5,-0.4,,,6.0,2.0,3.0,,,,1.0
eyzep,38.5,-0.4,,,1.0,1.0,14.0,5.0,3.0,9.0,3.0
eyzg5,38.5,-0.2,,,1.0,,1.0,5.0,,,
eyzgy,38.6,-0.1,,,11.0,3.0,1.0,2.0,7.0,6.0,2.0
eyzjf,39.0,-1.3,,,10.0,104.0,66.0,,11.0,26.0,12.0
eyzk4,38.7,-0.9,,,3.0,,1.0,,,,
eyzkh,38.7,-0.9,,,2.0,,,,,,
eyzp7,39.3,-1.3,,,10.0,9.0,12.0,14.0,1.0,4.0,15.0
eyzqk,39.1,-0.9,,,2.0,,,,,,
eyzqm,39.1,-0.8,,,1.0,1.0,3.0,7.0,,,
eyzqx,39.1,-0.7,,,1.0,1.0,,,1.0,,1.0
eyzr4,39.2,-0.9,,,1.0,,1.0,,,1.0,1.0
eyzr6,39.3,-0.9,,,1.0,,,,,,
eyzre,39.3,-0.9,,,3.0,7.0,1.0,4.0,3.0,2.0,
eyzrv,39.4,-0.8,,,5.0,24.0,46.0,19.0,13.0,1.0,6.0
eyzry,39.4,-0.8,,,6.0,,4.0,1.0,1.0,1.0,1.0
eyzs0,38.7,-0.7,,,5.0,7.0,1.0,3.0,1.0,1.0,
eyzs6,38.7,-0.6,,,1.0,5.0,2.0,3.0,7.0,14.0,2.0
eyzs9,38.8,-0.6,,,1.0,,2.0,1.0,4.0,4.0,
eyztn,38.9,-0.4,,,1.0,2.0,1.0,,,,
eyzts,39.0,-0.5,,,6.0,4.0,1.0,2.0,1.0,1.0,
eyzu2,38.7,-0.3,,,1.0,,,,1.0,,5.0
eyzu3,38.7,-0.3,,,3.0,4.0,,1.0,1.0,,
eyzuc,38.8,-0.3,,,4.0,,,,,2.0,1.0
eyzug,38.8,-0.2,,,1.0,,,,,,
eyzv4,38.9,-0.2,,,3.0,,1.0,3.0,1.0,,
eyzvt,39.0,-0.1,,,1.0,,153.0,91.0,14.0,31.0,
eyzwc,39.2,-0.6,,,2.0,2.0,,,,,
eyzxj,39.2,-0.5,,,1.0,3.0,3.0,12.0,,,1.0
eyzxk,39.3,-0.5,,,5.0,,,1.0,,2.0,1.0
eyzxz,39.4,-0.4,,,2.0,1.0,2.0,,,,
ez3wm,41.9,-8.9,,,2.0,,,,,1.0,2.0
ez3xr,42.1,-8.8,,,4.0,1.0,,,,1.0,
ez3z0,42.0,-8.8,,,1.0,1.0,4.0,2.0,1.0,,1.0
ez3z6,42.1,-8.7,,,2.0,,1.0,11.0,1.0,,
ez4bz,39.5,-7.1,,,5.0,1.0,1.0,3.0,,,
ez508,39.5,-7.0,,,12.0,8.0,8.0,6.0,11.0,14.0,7.0
ez51u,39.7,-6.8,,,3.0,2.0,8.0,,,9.0,1.0
ez52f,39.5,-6.6,,,18.0,6.0,9.0,2.0,5.0,3.0,4.0
ez52v,39.5,-6.4,,,1.0,,1.0,,,1.0,
ez52y,39.5,-6.4,,,5.0,10.0,5.0,5.0,8.0,,3.0
ez54w,39.8,-6.7,,,1.0,2.0,,1.0,1.0,,
ez55w,40.0,-6.7,,,1.0,,2.0,1.0,,,
ez55x,40.0,-6.7,,,3.0,,,,1.0,1.0,
ez56k,39.8,-6.5,,,2.0,,,2.0,,,
ez57c,40.1,-6.6,,,1.0,,1.0,,1.0,,
ez57h,39.9,-6.5,,,2.0,,,,,,
ez57p,39.9,-6.4,,,1.0,,1.0,,,,
ez57x,40.0,-6.4,,,6.0,1.0,4.0,2.0,3.0,1.0,4.0
ez58n,39.4,-6.0,,,2.0,1.0,8.0,2.0,,1.0,
ez59g,39.7,-6.2,,,1.0,,,,,,
ez5dk,39.8,-6.1,,,2.0,,,,,1.0,
ez5dw,39.8,-6.0,,,1.0,,,1.0,,,
ez5ez,40.1,-6.0,,,1.0,2.0,2.0,1.0,,,
ez5fe,39.8,-5.8,,,5.0,1.0,,4.0,4.0,2.0,1.0
ez5fn,39.7,-5.7,,,7.0,30.0,32.0,13.0,5.0,4.0,3.0
ez5fp,39.7,-5.6,,,1.0,1.0,,,,,
ez5fs,39.8,-5.8,,,11.0,2.0,,,,,
ez5g6,40.0,-5.9,,,1.0,,,,,,
ez5gd,40.0,-5.9,,,2.0,3.0,1.0,3.0,1.0,2.0,3.0
ez5gf,40.1,-5.9,,,7.0,,4.0,,1.0,,
ez5gk,40.0,-5.8,,,2.0,2.0,,,1.0,,
ez5gq,40.0,-5.7,,,2.0,1.0,1.0,,,2.0,2.0
ez5gu,40.1,-5.8,,,2.0,,,,,,2.0
ez5gy,40.1,-5.7,,,1.0,11.0,10.0,9.0,3.0,,1.0
ez5hd,40.2,-6.9,,,1.0,1.0,1.0,3.0,6.0,1.0,
ez5hx,40.2,-6.7,,,1.0,,,1.0,,2.0,
ez5jh,40.3,-6.8,,,1.0,2.0,3.0,4.0,2.0,2.0,4.0
ez5kr,40.1,-6.4,,,1.0,1.0,5.0,4.0,1.0,1.0,
ez5ku,40.2,-6.5,,,1.0,,,,1.0,2.0,1.0
ez5kx,40.2,-6.4,,,2.0,,,,,1.0,
ez5m8,40.4,-6.7,,,1.0,1.0,,1.0,,,
ez5m9,40.4,-6.6,,,1.0,1.0,,,,,
ez5mx,40.4,-6.4,,,1.0,,1.0,2.0,2.0,3.0,1.0
ez5nr,40.5,-6.7,,,2.0,,,2.0,3.0,4.0,
ez5nu,40.6,-6.8,,,1.0,,,2.0,1.0,1.0,
ez5nw,40.5,-6.7,,,4.0,1.0,,,,,
ez5pq,40.7,-6.7,,,5.0,,,5.0,2.0,,1.0
ez5pt,40.7,-6.8,,,1.0,,,,,1.0,
ez5pw,40.7,-6.7,,,1.0,,,,,,
ez5qh,40.5,-6.5,,,1.0,1.0,4.0,1.0,2.0,2.0,
