datetime,iso,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_V,info_vad_A,info_vad_D,info_big_5_O,info_big_5_C,info_big_5_E,info_big_5_A,info_big_5_N,info_risk_index,eco_close_pct,epi_confirmed,epi_recovered,epi_dead
2020-04-06,TCD,410,25,5,46,60645,7033,130987,2,144,4,260,0.032,5.460,5.390,4.244,-0.015,-0.013,-0.030,-0.008,0.074,0.104,,9,0,0
2020-04-07,TCD,433,28,4,51,86619,1711,131929,1,210,3,219,0.049,5.407,5.408,4.237,0.001,-0.008,-0.027,0.006,0.071,0.019,,10,2,0
2020-04-08,TCD,486,40,3,55,136089,653,470388,6,193,1,286,0.142,5.510,5.451,4.264,-0.006,-0.023,-0.030,0.007,0.068,0.005,,10,2,0
2020-04-09,TCD,441,27,6,50,80463,55100,181697,8,191,1,241,0.026,5.305,5.351,4.297,-0.024,0.001,-0.025,0.007,0.067,0.406,,11,2,0
2020-04-10,TCD,376,27,6,59,59532,111414,141814,2,157,0,217,0.018,5.337,5.363,4.241,0.013,-0.013,-0.033,0.013,0.075,0.652,,11,2,0
2020-04-11,TCD,440,19,4,62,65424,8369,170003,3,173,1,263,0.026,5.437,5.415,4.254,0.012,-0.019,-0.029,0.013,0.066,0.113,,11,2,0
2020-04-12,TCD,433,17,7,64,40443,4918,128936,3,193,1,236,-0.021,5.376,5.394,4.303,-0.006,-0.015,-0.035,0.006,0.075,0.108,,18,2,0
2020-04-13,TCD,440,21,6,53,33139,3241,180532,1,196,1,242,0.033,5.362,5.311,4.246,0.006,-0.031,-0.024,0.002,0.068,0.089,,23,2,0
2020-04-14,TCD,552,20,5,71,46775,13072,196071,1,217,3,331,0.023,5.330,5.367,4.248,0.007,-0.021,-0.025,0.016,0.067,0.218,,23,2,0
2020-04-15,TCD,467,26,7,51,78037,27423,92574,0,181,4,282,0.004,5.344,5.337,4.288,0.020,-0.009,-0.030,0.003,0.070,0.260,,23,2,0
2020-04-16,TCD,422,20,4,54,67097,18690,122199,6,184,0,232,0.065,5.387,5.397,4.315,0.001,-0.017,-0.024,0.013,0.067,0.218,,27,5,0
2020-04-17,TCD,416,26,4,56,409818,1783,147250,2,170,1,243,0.033,5.444,5.425,4.265,0.001,-0.025,-0.030,0.010,0.067,0.004,,27,5,0
2020-04-18,TCD,408,21,5,51,55900,6078,90671,0,193,4,211,-0.004,5.385,5.389,4.232,0.008,-0.012,-0.021,0.008,0.068,0.098,,33,8,0
2020-04-19,TCD,392,13,2,38,37403,1240,80243,1,180,1,210,0.034,5.454,5.438,4.254,0.010,-0.009,-0.028,0.008,0.070,0.032,,33,8,0
2020-04-20,TCD,420,22,10,54,56826,19569,165810,5,193,2,220,0.033,5.375,5.337,4.340,0.013,-0.034,-0.031,0.008,0.074,0.256,,33,8,0
2020-04-21,TCD,447,19,2,59,95014,6858,205220,1,204,4,238,-0.043,5.307,5.370,4.292,-0.014,-0.027,-0.028,0.007,0.074,0.067,,33,8,0
2020-04-22,TCD,441,31,6,68,110072,6469,370300,2,193,1,245,0.061,5.461,5.421,4.224,-0.007,-0.029,-0.027,-0.000,0.071,0.056,,33,8,0
2020-04-23,TCD,382,24,6,43,80819,11468,58124,3,146,0,233,0.051,5.426,5.420,4.215,-0.029,-0.039,-0.030,0.005,0.071,0.124,,33,8,0
2020-04-24,TCD,396,22,1,38,48084,2495,107089,1,193,2,200,0.018,5.358,5.365,4.305,-0.044,-0.001,-0.033,0.000,0.070,0.049,,40,8,0
2020-04-25,TCD,409,24,3,61,58875,6622,90328,2,188,2,217,-0.106,5.388,5.358,4.269,-0.004,-0.037,-0.039,-0.018,0.076,0.101,,46,15,0
2020-04-26,TCD,450,18,1,86,51180,55,239174,2,154,1,293,-0.058,5.421,5.419,4.241,0.005,-0.019,-0.033,-0.012,0.076,0.001,,46,15,0
2020-04-27,TCD,380,34,6,37,82245,9573,84200,2,151,1,226,0.048,5.430,5.438,4.246,-0.011,-0.010,-0.034,-0.004,0.073,0.104,,46,15,0
2020-04-28,TCD,409,28,9,38,66919,8858,44687,5,170,1,233,-0.006,5.300,5.339,4.208,-0.006,-0.012,-0.032,-0.003,0.073,0.117,,52,19,2
2020-04-29,TCD,411,20,6,51,48412,8793,157577,2,155,0,254,0.080,5.382,5.380,4.325,-0.018,-0.035,-0.024,0.012,0.066,0.154,,52,19,2
2020-04-30,TCD,415,21,2,40,57531,476,93836,0,181,0,234,0.010,5.448,5.403,4.225,0.020,-0.016,-0.023,0.006,0.071,0.008,,73,33,5
2020-05-01,TCD,499,24,3,58,56024,1413,124224,6,176,0,317,0.009,5.276,5.345,4.327,0.009,-0.015,-0.031,0.021,0.071,0.025,,73,33,5
2020-05-02,TCD,460,32,0,43,64272,0,89343,2,200,0,258,-0.084,5.327,5.332,4.249,-0.019,-0.041,-0.035,-0.008,0.079,0.000,,117,39,10
2020-05-03,TCD,401,18,11,53,56487,12778,126815,2,152,2,245,0.019,5.356,5.360,4.254,-0.015,-0.034,-0.032,-0.008,0.073,0.184,,117,39,10
2020-05-04,TCD,395,24,8,50,75845,161100,135659,5,151,3,236,-0.033,5.430,5.390,4.255,-0.004,0.002,-0.029,0.007,0.072,0.680,,117,39,10
2020-05-05,TCD,435,28,5,49,59014,53070,199876,2,179,2,252,-0.089,5.244,5.311,4.322,-0.007,-0.017,-0.024,0.001,0.072,0.473,,170,43,17
2020-05-06,TCD,464,23,4,50,98155,6042,416210,5,166,2,291,-0.031,5.383,5.387,4.327,-0.028,0.012,-0.027,0.004,0.067,0.058,,170,43,17
2020-05-07,TCD,566,39,5,71,102418,54018,308909,1,205,1,359,-0.002,5.390,5.357,4.249,0.004,-0.028,-0.027,0.009,0.072,0.345,,253,50,27
2020-05-08,TCD,527,34,1,65,56309,7211,269644,1,181,4,341,0.022,5.385,5.385,4.278,-0.012,-0.019,-0.038,-0.009,0.073,0.114,,260,50,28
2020-05-09,TCD,496,27,9,70,81121,29460,229886,2,184,6,304,-0.037,5.298,5.336,4.352,0.001,-0.022,-0.025,0.012,0.070,0.266,,322,53,31
2020-05-10,TCD,451,24,6,87,82223,9548,254657,2,191,3,255,0.026,5.450,5.366,4.270,-0.024,-0.041,-0.034,-0.011,0.074,0.104,,322,53,31
2020-05-11,TCD,438,18,5,59,49251,5070,236034,6,185,3,244,0.051,5.481,5.429,4.310,-0.042,-0.013,-0.035,-0.006,0.072,0.093,,322,53,31
2020-05-12,TCD,446,19,5,55,60746,109115,248315,4,200,4,238,-0.047,5.379,5.384,4.328,-0.025,-0.001,-0.032,0.009,0.073,0.642,,357,76,40
2020-05-13,TCD,503,34,11,88,148444,65539,379672,1,190,3,309,-0.031,5.371,5.378,4.267,-0.027,-0.023,-0.028,0.021,0.073,0.306,,372,78,42
2020-05-14,TCD,408,23,7,70,198832,56320,246488,0,192,0,216,0.051,5.400,5.394,4.288,-0.026,0.004,-0.027,0.007,0.070,0.221,,399,83,46
