date;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_close;TWI_num;TWI_num_en;TWI_num_locallangs;TWI_num_unvhum;TWI_num_unvbot;TWI_num_verbot;TWI_num_verhum;TWI_num_unk;TWI_fol_all;TWI_fol_unvhum;TWI_fol_unvbot;TWI_fol_verbot;TWI_fol_verhum;TWI_fol_unk;FAC_num_reliable;FAC_num_unreliable;FAC_num_unknown;FAC_fol_reliable;FAC_fol_unreliable;FAC_fol_unknown;reliabile_num_local;reliabile_num_foreign;unreliabile_num_local;unreliabile_num_foreign;reliabile_fol_local;reliabile_fol_foreign;unreliabile_fol_local;unreliabile_fol_foreign;EMO_Sentiment;EMO_VAD_V;EMO_VAD_A;EMO_VAD_D;EMO_Big5_O;EMO_Big5_C;EMO_Big5_E;EMO_Big5_A;EMO_Big5_N
2020-02-01;12038.0;259.0;284.0;0.0;908035.0;526347.0;632529.0;522069.0;367727.0;4049.0;14190.0;0.0;18058294288.0;1328939216.0;1880310103.0;1025940896.0;13823104073.0;0.0;45024.0;23118.0;52613.0;2406827610.0;819748498.0;3888261576.0;28373.0;16651.0;15913.0;7205.0;2212926222.0;193901388.0;479077050.0;340671448.0;-0.1506876237591745;5.1924235673304056;5.245630910083582;4.32270000343878;-0.003269339389634839;-0.0028717079451303926;-0.02740297687752313;-0.00097287932245052;0.069013572851509
2020-02-02;16787.0;362.0;472.0;0.0;950411.0;526046.0;680469.0;547248.0;384110.0;3906.0;15147.0;0.0;20372859152.0;1385989900.0;2133336153.0;884931979.0;15968601120.0;0.0;51857.0;20137.0;42028.0;3121814047.0;834206208.0;4174771559.0;36718.0;15139.0;14400.0;5737.0;2930707222.0;191106825.0;677518956.0;156687252.0;-0.11749301823399944;5.2471796412192475;5.257556897837726;4.308008229216957;-0.0011920377618073914;-0.0007556543376031245;-0.02830702073634395;0.0005350576522333648;0.0721847478094473
2020-02-03;19881.0;426.0;623.0;-0.08675987210876367;732767.0;405663.0;529755.0;411749.0;295188.0;4940.0;20890.0;0.0;27165387552.0;1278920641.0;2232540147.0;1280594673.0;22373332091.0;0.0;44182.0;17333.0;41920.0;3330337700.0;941410777.0;6103529818.0;31698.0;12484.0;12690.0;4643.0;3082544077.0;247793623.0;765736669.0;175674108.0;-0.13177344378798883;5.197845016872194;5.207457330510163;4.333492279543098;-0.0009992651680302755;-0.0006265443492030424;-0.027930566862664836;0.000282790840782071;0.07417021505647284
2020-02-04;23882.0;492.0;852.0;0.3360227612091063;660772.0;381127.0;462506.0;369363.0;266251.0;4715.0;20443.0;0.0;28312861731.0;1144089474.0;2134586286.0;1225312536.0;23808873435.0;0.0;38873.0;14589.0;39424.0;2975565434.0;1086261714.0;6284966554.0;27246.0;11627.0;10568.0;4021.0;2711604238.0;263961196.0;721883496.0;364378218.0;-0.16300485444333937;5.169485447949619;5.1641126604932195;4.3194542635285735;-0.0012490115566993695;-0.0006753532468514904;-0.025519837890779714;0.000516457104505735;0.07219652501547359
2020-02-05;27636.0;564.0;1124.0;0.21743217565980003;575092.0;328084.0;400073.0;320366.0;230206.0;4780.0;19740.0;0.0;24986319666.0;1003143973.0;1802856922.0;1204597364.0;20975721407.0;0.0;38520.0;11042.0;37987.0;3238950791.0;865382052.0;5675954223.0;27152.0;11368.0;7994.0;3048.0;2881167388.0;357783403.0;641652524.0;223729528.0;-0.07802534297059177;5.283545271769938;5.250463381185912;4.307688744259993;-0.0013158990500492123;-0.0009462971474329677;-0.027958572868929506;7.200499875842856e-05;0.07265205646838743
2020-02-06;30818.0;634.0;1487.0;0.19242300823632347;607236.0;369335.0;432831.0;340232.0;243109.0;4951.0;18944.0;0.0;23166330508.0;1047507541.0;1772221218.0;1213663272.0;19132938477.0;0.0;43483.0;16276.0;35569.0;2832464468.0;1173277011.0;4978167324.0;31195.0;12288.0;11800.0;4476.0;2585200056.0;247264412.0;800785862.0;372491149.0;-0.20511558075572978;5.1567259084707615;5.162883558480093;4.366961179750032;-0.0015967242898678239;-0.0012381578483696266;-0.02816698565449875;2.3205272141817045e-05;0.0729496540879985
2020-02-07;34392.0;719.0;2011.0;-0.0925840034954249;697349.0;442907.0;496587.0;392580.0;280831.0;4752.0;19186.0;0.0;24593003319.0;1150266451.0;1984897348.0;1314432386.0;20143407134.0;0.0;86887.0;13238.0;36875.0;3396064898.0;1020122189.0;4938285155.0;58459.0;28428.0;9925.0;3313.0;3119082490.0;276982408.0;646263220.0;373858969.0;-0.10330789027185373;5.259606257054474;5.244543502356449;4.334841694512431;-0.0011053126926259776;-0.0005971464352716042;-0.029296890122953154;0.000321132364631811;0.07365515375421487
2020-02-08;37121.0;806.0;2616.0;0.0;630115.0;412033.0;439809.0;359262.0;256444.0;2901.0;11508.0;0.0;16149438629.0;1004792299.0;1667110828.0;861502086.0;12616033416.0;0.0;93956.0;13603.0;46492.0;2775566903.0;686460433.0;3614505359.0;56416.0;37540.0;10337.0;3266.0;2485578438.0;289988465.0;455210536.0;231249897.0;-0.124362607015505;5.100322339928095;5.181043608420141;4.323592455107795;-0.0016311717599264532;-0.0007896295684322638;-0.02284794377004095;-0.00017878313945513024;0.07334308375879177
2020-02-09;40151.0;906.0;3244.0;0.0;593215.0;351962.0;407577.0;340332.0;240712.0;2359.0;9812.0;0.0;13519362328.0;935180187.0;1522066864.0;784254030.0;10277861247.0;0.0;48741.0;14294.0;58815.0;2452661297.0;735899966.0;2656029766.0;31336.0;17405.0;10287.0;4007.0;2218888173.0;233773124.0;597785278.0;138114688.0;-0.11477260226782138;5.197394490138466;5.229908904060216;4.318685946723726;-0.0014017103579252938;-0.001142943750568478;-0.026621139363981933;-0.00013638654507569086;0.07306434331953382
2020-02-10;42753.0;1013.0;3945.0;-0.09887666280318544;610377.0;380717.0;442791.0;342920.0;247423.0;3827.0;16207.0;0.0;22807644533.0;1041841136.0;1816854031.0;1163584296.0;18785365070.0;0.0;45139.0;16181.0;52280.0;3634872802.0;1311964496.0;4501165079.0;32012.0;13127.0;11729.0;4452.0;3384713808.0;250158994.0;905188284.0;406776212.0;-0.11912895682823325;5.265800590506432;5.258231506972946;4.287670603740022;-0.001052342698434008;-0.0003789311275983165;-0.028200796011681534;0.00018604000998020126;0.07315024283261796
2020-02-11;44803.0;1113.0;4683.0;0.21675010621181118;612177.0;378313.0;441269.0;344780.0;246727.0;4015.0;16655.0;0.0;21583294299.0;1002083938.0;1550034759.0;997845296.0;18033330306.0;0.0;44083.0;15614.0;32714.0;3395721684.0;757138678.0;4337057899.0;31538.0;12545.0;11515.0;4099.0;3140080640.0;255641044.0;536842664.0;220296014.0;-0.13255585070410425;5.201698295993788;5.208779658081202;4.295338108386046;-0.0011732689090358903;-0.000722005560995534;-0.026268109098189486;0.0007538321080819405;0.07264178085189885
2020-02-12;45222.0;1118.0;5150.0;0.14696412681662974;522875.0;326322.0;374199.0;292190.0;210928.0;3839.0;15918.0;0.0;20555185685.0;894017743.0;1464951565.0;945958346.0;17250258031.0;0.0;38036.0;12853.0;36322.0;3184679033.0;875570235.0;4433189972.0;27090.0;10946.0;9649.0;3204.0;2951810957.0;232868076.0;617841249.0;257728986.0;-0.13349494215995042;5.230325306348906;5.206066498766068;4.318162067647907;-0.0012974074190386133;-0.0010577255843312562;-0.026900897087350027;5.643670074738776e-05;0.07430066250332057
2020-02-13;60360.0;1371.0;6292.0;-0.11788711179511145;554545.0;365522.0;400657.0;309530.0;224398.0;4132.0;16485.0;0.0;22055956212.0;995135327.0;1642082757.0;1202795387.0;18215942741.0;0.0;47414.0;19544.0;34673.0;4020311290.0;1029856190.0;4256947999.0;33864.0;13550.0;15069.0;4475.0;3797577089.0;222734201.0;682419505.0;347436685.0;-0.14706315530587583;5.284677907426698;5.259322468716094;4.304143927160342;-0.002523923879871325;-0.0025357708902578224;-0.026614289797559816;-0.0009946767842005082;0.07218210209441196
2020-02-14;66877.0;1523.0;8055.0;0.003173653574974001;441199.0;300945.0;316966.0;244847.0;179595.0;3119.0;13638.0;0.0;19568261133.0;860256231.0;1423942009.0;966316966.0;16317745927.0;0.0;38317.0;15627.0;28363.0;3669493011.0;942350073.0;3466797015.0;26811.0;11506.0;11141.0;4486.0;3449624476.0;219868535.0;615285078.0;327064995.0;-0.11805442282035669;5.311762725005054;5.285796085481301;4.310434604374919;-0.0022945521260379974;-0.0025176964907975756;-0.028428896166590934;-0.0008338400276558224;0.07253544361588687
2020-02-15;69032.0;1666.0;9395.0;0.0;430068.0;252496.0;295656.0;243475.0;174978.0;2203.0;9412.0;0.0;14495017914.0;806676085.0;1149431118.0;857983326.0;11680927385.0;0.0;40156.0;9805.0;22093.0;2665370378.0;490306484.0;2582118323.0;27142.0;13014.0;7289.0;2516.0;2499503331.0;165867047.0;358377931.0;131928553.0;-0.09498743347698052;5.290846488917667;5.248195085019786;4.309109683343041;-0.0009695609110079997;-0.0006486105590339627;-0.02798728921590911;0.0008096034109946913;0.07263670993933065
2020-02-16;71226.0;1770.0;10865.0;0.0;478428.0;290968.0;329213.0;272516.0;195470.0;1924.0;8518.0;0.0;12445912037.0;838860907.0;1147247421.0;830273639.0;9629530070.0;0.0;83408.0;11260.0;18327.0;2089850921.0;416048874.0;2361119932.0;51395.0;32013.0;8365.0;2895.0;1914687919.0;175163002.0;354831991.0;61216883.0;-0.08268414223673536;5.320066283109188;5.2753695420838564;4.324345950689501;-0.0011327997679308674;-0.0008472515873145382;-0.027096261563655473;0.0007266602074347312;0.07165925069135277
2020-02-17;73260.0;1868.0;12583.0;0.03922536274868536;458939.0;281620.0;327319.0;255426.0;187057.0;3055.0;13401.0;0.0;18897603767.0;900839844.0;1377575207.0;1051847206.0;15567341510.0;0.0;37070.0;14998.0;26847.0;2736158124.0;617473383.0;3892882166.0;25079.0;11991.0;10864.0;4134.0;2496322617.0;239835507.0;591670565.0;25802818.0;-0.08803996025742646;5.276850696033354;5.278362540608334;4.324568884691705;-0.0009493710371225404;-0.0006794786379337052;-0.02830638322300275;0.0005365037785187121;0.0746864524924721
2020-02-18;75138.0;2007.0;14352.0;-0.17147168842642996;517029.0;316371.0;367782.0;288608.0;210733.0;3277.0;14411.0;0.0;20131865442.0;904799388.0;1456995275.0;1127206766.0;16642864013.0;0.0;32224.0;11556.0;39156.0;3410387373.0;644292103.0;3949109224.0;22698.0;9526.0;8700.0;2856.0;3200138068.0;210249305.0;617910656.0;26381447.0;-0.17730008536943087;5.3131039273852325;5.258653712546299;4.349419740904378;-0.0010930921656428633;-0.0005893001338715858;-0.0173688684968207;0.003879791559995589;0.06817920679441956
2020-02-19;75641.0;2122.0;16121.0;0.16789871385862826;482903.0;285820.0;322759.0;271385.0;196570.0;2716.0;12232.0;0.0;15680104462.0;776486691.0;1256197721.0;832036154.0;12815383896.0;0.0;27032.0;11194.0;37407.0;1981872117.0;509241435.0;3464755582.0;18232.0;8800.0;8050.0;3144.0;1816270493.0;165601624.0;493244041.0;15997394.0;-0.13549785780603144;5.335746252424823;5.284123911789259;4.336499102213226;-0.0011541005477704285;-0.0010619337703584417;-0.008385917702917734;0.0065948191822753;0.061575470180922236
2020-02-20;76199.0;2247.0;18177.0;-0.036163748575785505;406798.0;249305.0;270891.0;227480.0;164491.0;2776.0;12051.0;0.0;15397522557.0;723162263.0;1123846579.0;938620601.0;12611893114.0;0.0;32913.0;8884.0;23237.0;2349444044.0;457409883.0;2700072952.0;19410.0;13503.0;6595.0;2289.0;2230562258.0;118881786.0;444218704.0;13191179.0;-0.1143891875053858;5.293781206880323;5.260258972149199;4.321583843262349;-0.001075917926161476;-0.0008315761412927811;-0.02505198470508874;0.0016761632284438305;0.07306151022732686
2020-02-21;76843.0;2251.0;18890.0;-0.15188029983907728;578337.0;303239.0;393986.0;323063.0;237865.0;3173.0;14236.0;0.0;18994489798.0;987254176.0;1488396781.0;930483118.0;15588355723.0;0.0;44913.0;15089.0;31226.0;3574388385.0;593622172.0;3638495718.0;29238.0;15675.0;11104.0;3985.0;3308848394.0;265539991.0;567493103.0;26129069.0;-0.1256600766725495;5.303214796490345;5.280537469492391;4.270389739613603;-0.0012598583183414955;-0.0005994123060213004;-0.02886907036599882;0.0007820817928971105;0.07522986014989082
2020-02-22;78599.0;2458.0;22886.0;0.0;626666.0;305531.0;431018.0;355631.0;257117.0;2502.0;11416.0;0.0;15688856883.0;1079208311.0;1502005388.0;772594050.0;12335049134.0;0.0;65715.0;13941.0;32443.0;2836101638.0;513306950.0;3263893808.0;38828.0;26887.0;10511.0;3430.0;2650680871.0;185420767.0;488910352.0;24396598.0;-0.12879720736047695;5.2314600550653045;5.2681111452120035;4.264987837639295;-0.0014653600980820492;-0.000886384051508478;-0.032088989490657346;0.0003033844077509813;0.07545051991641016
2020-02-23;78985.0;2469.0;23394.0;0.0;845297.0;395306.0;576725.0;482169.0;346525.0;3231.0;13372.0;0.0;16285086098.0;1341186727.0;1812178627.0;657000063.0;12474720681.0;0.0;61078.0;16127.0;43063.0;2443828764.0;515370309.0;3713732782.0;38203.0;22875.0;11764.0;4363.0;2254541370.0;189287394.0;476611194.0;38759115.0;-0.1235181658222662;5.2843249559436405;5.2709345121047795;4.3091066719834865;-0.0013367837856957708;-0.0008554203873242048;-0.026548525353073456;0.0008337315073341123;0.07048315753685634
2020-02-24;79570.0;2629.0;25227.0;-0.7033454753268938;1383991.0;665454.0;962174.0;785546.0;565012.0;7023.0;26410.0;0.0;28878821987.0;2019033139.0;2991182424.0;1237803095.0;22630803329.0;0.0;80814.0;26221.0;61895.0;4578271920.0;663125289.0;5438502322.0;54639.0;26175.0;19823.0;6398.0;4317559166.0;260712754.0;617515611.0;45609678.0;-0.12710261454178448;5.336201584608315;5.327990344220499;4.2696916870985895;-0.0011445245070459387;-0.0008038089625650429;-0.029103299250353914;0.0005023844116302458;0.07088779035746906
2020-02-25;80415.0;2708.0;27905.0;-0.31461173165046075;1897890.0;950131.0;1409069.0;1079875.0;776620.0;9476.0;31919.0;0.0;32001044284.0;2740944436.0;3618197937.0;1514360519.0;24127541392.0;0.0;107087.0;49049.0;70236.0;4503067687.0;993547445.0;6243601178.0;75202.0;31885.0;37813.0;11236.0;4173503541.0;329564146.0;942168717.0;51378728.0;-0.14919762042880447;5.329792819279376;5.332438942612717;4.27640871555316;-0.0022543693400739243;-0.0015982744565043137;-0.03171371331927684;-0.0004273203081305168;0.07145428679740254
2020-02-26;81397.0;2770.0;30384.0;-0.23777256642993366;2003875.0;872378.0;1474590.0;1146932.0;816852.0;9349.0;30742.0;0.0;30457870962.0;2714077624.0;3644606002.0;1037084867.0;23062102469.0;0.0;98874.0;41794.0;74987.0;4196843090.0;830076074.0;5950227174.0;61057.0;37817.0;31589.0;10205.0;3891627120.0;305215970.0;780361304.0;49714770.0;-0.14014021553512193;5.343324558345138;5.320592162945102;4.2972907271949;-0.0013817231981609114;-0.0006859917331122173;-0.03264981740135532;-0.00015311095292746838;0.07251600740395041
2020-02-27;82755.0;2814.0;33277.0;-0.6758934781807744;2396115.0;1425891.0;1836668.0;1367830.0;981218.0;11532.0;35535.0;0.0;34520193629.0;3487792164.0;4369071531.0;1467318821.0;25196011113.0;0.0;126894.0;73911.0;82613.0;4909992643.0;1008857456.0;6446925122.0;88206.0;38688.0;56005.0;17906.0;4533993697.0;375998946.0;935877591.0;72979865.0;-0.09565818518572668;5.337396353623446;5.3080265775102;4.258710946845721;-0.0018817317959658147;-0.0015133030182598972;-0.03495426925019419;-0.000733068174979607;0.07277881183657108
2020-02-28;84121.0;2872.0;36711.0;-0.6436974200692571;2463708.0;1552648.0;1883553.0;1419467.0;1000215.0;10904.0;33122.0;0.0;33659770272.0;3728084992.0;4476165652.0;1365989437.0;24089530191.0;0.0;107745.0;91747.0;92504.0;4214320638.0;1086868984.0;5690810403.0;76260.0;31485.0;65421.0;26326.0;3840916829.0;373403809.0;1010761042.0;76107942.0;-0.06233551861100791;5.363674101977963;5.346270997012073;4.272678574746967;-0.0022031948486356295;1.2265223214898388e-05;-0.03267166883840665;-0.000682250841395776;0.0722174076921658
2020-02-29;86011.0;2941.0;39782.0;0.0;2419825.0;1539721.0;1872378.0;1393983.0;987577.0;10134.0;28131.0;0.0;28114008565.0;3731791365.0;4369854724.0;1208080415.0;18804282061.0;0.0;134672.0;59885.0;115386.0;3579177016.0;1121874006.0;5259342468.0;98603.0;36069.0;45453.0;14432.0;3287964823.0;291212193.0;1016722020.0;105151986.0;-0.13638217243358808;5.296848078450846;5.3051510815087095;4.309965348951334;-0.0024986283675643146;-0.0015877751271251876;-0.03293947122271557;-0.0016857730886200239;0.07106803815553926
2020-03-01;88369.0;2996.0;42716.0;0.0;2317845.0;1429936.0;1763002.0;1335770.0;945931.0;8897.0;27247.0;0.0;28325319104.0;3526871739.0;4197017213.0;1165492023.0;19435938129.0;0.0;119332.0;48011.0;93306.0;4175530424.0;885864577.0;5311864081.0;87677.0;31655.0;35606.0;12405.0;3839099984.0;336430440.0;824322271.0;61542306.0;-0.10849050852454543;5.323142307308663;5.3049000960601775;4.294905195511815;-0.0015675408516117222;-0.0008643286896514166;-0.03084579483807106;-0.0009988645383047555;0.0694345178803157
2020-03-02;90299.0;3085.0;45602.0;0.18283591052995962;2236284.0;1382961.0;1622511.0;1286145.0;898883.0;13081.0;38175.0;0.0;35462914241.0;3140566123.0;4055585215.0;1801489595.0;26465273308.0;0.0;111548.0;44993.0;150618.0;4581917538.0;974796451.0;5936434073.0;76234.0;35314.0;34174.0;10819.0;4230460784.0;351456754.0;909942690.0;64853761.0;-0.06383634560509129;5.318606937987504;5.2883329978263935;4.290846566121139;-0.0025605451656447557;-0.0013211194299544771;-0.03048062722985315;-0.001917744957849724;0.06872413173088902
